stage,seed,ecg_id,valid_position,vector_origin
stage2,0,2706,5,5
stage2,0,2706,6,6
stage2,0,2706,7,7
stage2,0,2706,8,8
stage2,0,2706,9,9
stage2,7001,2706,0,0
stage2,7001,2706,1,1
stage2,7001,2706,2,9
stage2,7001,2706,3,2
stage2,7001,2706,4,5
stage2,7001,2706,5,7
stage2,7001,2706,6,6
stage2,7001,2706,7,3
stage2,7001,2706,8,4
stage2,7001,2706,9,8
stage2,7002,2706,0,1
stage2,7002,2706,1,4
stage2,7002,2706,2,6
stage2,7002,2706,3,8
stage2,7002,2706,4,7
stage2,7002,2706,5,0
stage2,7002,2706,6,5
stage2,7002,2706,7,2
stage2,7002,2706,8,9
stage2,7002,2706,9,3
stage2,7003,2706,0,6
stage2,7003,2706,1,7
stage2,7003,2706,2,1
stage2,7003,2706,3,4
stage2,7003,2706,4,8
stage2,7003,2706,5,0
stage2,7003,2706,6,2
stage2,7003,2706,7,5
stage2,7003,2706,8,3
stage2,7003,2706,9,9
stage2,7004,2706,0,8
stage2,7004,2706,1,1
stage2,7004,2706,2,2
stage2,7004,2706,3,4
stage2,7004,2706,4,0
stage2,7004,2706,5,3
stage2,7004,2706,6,6
stage2,7004,2706,7,7
stage2,7004,2706,8,5
stage2,7004,2706,9,9
stage2,7005,2706,0,9
stage2,7005,2706,1,3
stage2,7005,2706,2,0
stage2,7005,2706,3,5
stage2,7005,2706,4,8
stage2,7005,2706,5,1
stage2,7005,2706,6,6
stage2,7005,2706,7,7
stage2,7005,2706,8,4
stage2,7005,2706,9,2
stage2,0,2762,0,0
stage2,0,2762,1,1
stage2,0,2762,2,2
stage2,0,2762,3,3
stage2,0,2762,4,4
stage2,0,2762,5,5
stage2,0,2762,6,6
stage2,7001,2762,0,4
stage2,7001,2762,1,1
stage2,7001,2762,2,0
stage2,7001,2762,3,5
stage2,7001,2762,4,3
stage2,7001,2762,5,2
stage2,7001,2762,6,6
stage2,7002,2762,0,4
stage2,7002,2762,1,3
stage2,7002,2762,2,6
stage2,7002,2762,3,0
stage2,7002,2762,4,1
stage2,7002,2762,5,2
stage2,7002,2762,6,5
stage2,7003,2762,0,2
stage2,7003,2762,1,3
stage2,7003,2762,2,5
stage2,7003,2762,3,6
stage2,7003,2762,4,4
stage2,7003,2762,5,1
stage2,7003,2762,6,0
stage2,7004,2762,0,0
stage2,7004,2762,1,1
stage2,7004,2762,2,6
stage2,7004,2762,3,2
stage2,7004,2762,4,4
stage2,7004,2762,5,5
stage2,7004,2762,6,3
stage2,7005,2762,0,2
stage2,7005,2762,1,6
stage2,7005,2762,2,1
stage2,7005,2762,3,3
stage2,7005,2762,4,4
stage2,7005,2762,5,5
stage2,7005,2762,6,0
stage2,0,2784,0,0
stage2,0,2784,1,1
stage2,0,2784,2,2
stage2,0,2784,3,3
stage2,0,2784,4,4
stage2,0,2784,5,5
stage2,0,2784,6,6
stage2,0,2784,7,7
stage2,0,2784,8,8
stage2,0,2784,9,9
stage2,0,2784,10,10
stage2,0,2784,11,11
stage2,0,2784,12,12
stage2,0,2784,13,13
stage2,0,2784,14,14
stage2,0,2784,15,15
stage2,0,2784,16,16
stage2,7001,2784,0,16
stage2,7001,2784,1,0
stage2,7001,2784,2,12
stage2,7001,2784,3,14
stage2,7001,2784,4,8
stage2,7001,2784,5,11
stage2,7001,2784,6,13
stage2,7001,2784,7,6
stage2,7001,2784,8,1
stage2,7001,2784,9,9
stage2,7001,2784,10,5
stage2,7001,2784,11,2
stage2,7001,2784,12,15
stage2,7001,2784,13,3
stage2,7001,2784,14,7
stage2,7001,2784,15,10
stage2,7001,2784,16,4
stage2,7002,2784,0,8
stage2,7002,2784,1,6
stage2,7002,2784,2,7
stage2,7002,2784,3,12
stage2,7002,2784,4,10
stage2,7002,2784,5,4
stage2,7002,2784,6,3
stage2,7002,2784,7,15
stage2,7002,2784,8,16
stage2,7002,2784,9,0
stage2,7002,2784,10,2
stage2,7002,2784,11,5
stage2,7002,2784,12,14
stage2,7002,2784,13,11
stage2,7002,2784,14,13
stage2,7002,2784,15,1
stage2,7002,2784,16,9
stage2,7003,2784,0,9
stage2,7003,2784,1,12
stage2,7003,2784,2,13
stage2,7003,2784,3,16
stage2,7003,2784,4,8
stage2,7003,2784,5,10
stage2,7003,2784,6,3
stage2,7003,2784,7,1
stage2,7003,2784,8,2
stage2,7003,2784,9,15
stage2,7003,2784,10,5
stage2,7003,2784,11,4
stage2,7003,2784,12,11
stage2,7003,2784,13,14
stage2,7003,2784,14,6
stage2,7003,2784,15,7
stage2,7003,2784,16,0
stage2,7004,2784,0,16
stage2,7004,2784,1,8
stage2,7004,2784,2,0
stage2,7004,2784,3,4
stage2,7004,2784,4,12
stage2,7004,2784,5,7
stage2,7004,2784,6,13
stage2,7004,2784,7,11
stage2,7004,2784,8,6
stage2,7004,2784,9,3
stage2,7004,2784,10,2
stage2,7004,2784,11,5
stage2,7004,2784,12,14
stage2,7004,2784,13,1
stage2,7004,2784,14,10
stage2,7004,2784,15,15
stage2,7004,2784,16,9
stage2,7005,2784,0,7
stage2,7005,2784,1,4
stage2,7005,2784,2,14
stage2,7005,2784,3,9
stage2,7005,2784,4,11
stage2,7005,2784,5,15
stage2,7005,2784,6,12
stage2,7005,2784,7,16
stage2,7005,2784,8,6
stage2,7005,2784,9,5
stage2,7005,2784,10,1
stage2,7005,2784,11,3
stage2,7005,2784,12,2
stage2,7005,2784,13,0
stage2,7005,2784,14,10
stage2,7005,2784,15,13
stage2,7005,2784,16,8
stage2,0,2858,0,0
stage2,0,2858,1,1
stage2,0,2858,2,2
stage2,0,2858,3,3
stage2,0,2858,4,4
stage2,0,2858,5,5
stage2,0,2858,6,6
stage2,0,2858,7,7
stage2,7001,2858,0,4
stage2,7001,2858,1,6
stage2,7001,2858,2,2
stage2,7001,2858,3,0
stage2,7001,2858,4,1
stage2,7001,2858,5,5
stage2,7001,2858,6,3
stage2,7001,2858,7,7
stage2,7002,2858,0,7
stage2,7002,2858,1,4
stage2,7002,2858,2,0
stage2,7002,2858,3,1
stage2,7002,2858,4,3
stage2,7002,2858,5,6
stage2,7002,2858,6,2
stage2,7002,2858,7,5
stage2,7003,2858,0,1
stage2,7003,2858,1,0
stage2,7003,2858,2,4
stage2,7003,2858,3,3
stage2,7003,2858,4,5
stage2,7003,2858,5,2
stage2,7003,2858,6,7
stage2,7003,2858,7,6
stage2,7004,2858,0,3
stage2,7004,2858,1,7
stage2,7004,2858,2,4
stage2,7004,2858,3,1
stage2,7004,2858,4,6
stage2,7004,2858,5,0
stage2,7004,2858,6,5
stage2,7004,2858,7,2
stage2,7005,2858,0,0
stage2,7005,2858,1,3
stage2,7005,2858,2,2
stage2,7005,2858,3,5
stage2,7005,2858,4,6
stage2,7005,2858,5,4
stage2,7005,2858,6,1
stage2,7005,2858,7,7
stage2,0,3175,0,0
stage2,0,3175,1,1
stage2,0,3175,2,2
stage2,0,3175,3,3
stage2,0,3175,4,4
stage2,0,3175,5,5
stage2,0,3175,6,6
stage2,0,3175,7,7
stage2,7001,3175,0,7
stage2,7001,3175,1,6
stage2,7001,3175,2,3
stage2,7001,3175,3,5
stage2,7001,3175,4,4
stage2,7001,3175,5,2
stage2,7001,3175,6,1
stage2,7001,3175,7,0
stage2,7002,3175,0,5
stage2,7002,3175,1,2
stage2,7002,3175,2,7
stage2,7002,3175,3,4
stage2,7002,3175,4,6
stage2,7002,3175,5,1
stage2,7002,3175,6,3
stage2,7002,3175,7,0
stage2,7003,3175,0,6
stage2,7003,3175,1,3
stage2,7003,3175,2,1
stage2,7003,3175,3,7
stage2,7003,3175,4,5
stage2,7003,3175,5,0
stage2,7003,3175,6,2
stage2,7003,3175,7,4
stage2,7004,3175,0,1
stage2,7004,3175,1,2
stage2,7004,3175,2,0
stage2,7004,3175,3,3
stage2,7004,3175,4,7
stage2,7004,3175,5,4
stage2,7004,3175,6,6
stage2,7004,3175,7,5
stage2,7005,3175,0,7
stage2,7005,3175,1,3
stage2,7005,3175,2,2
stage2,7005,3175,3,1
stage2,7005,3175,4,0
stage2,7005,3175,5,6
stage2,7005,3175,6,5
stage2,7005,3175,7,4
stage2,0,3205,0,0
stage2,0,3205,1,1
stage2,0,3205,2,2
stage2,0,3205,3,3
stage2,0,3205,4,4
stage2,0,3205,5,5
stage2,0,3205,6,6
stage2,0,3205,7,7
stage2,0,3205,8,8
stage2,0,3205,9,9
stage2,0,3205,10,10
stage2,7001,3205,0,1
stage2,7001,3205,1,5
stage2,7001,3205,2,2
stage2,7001,3205,3,0
stage2,7001,3205,4,3
stage2,7001,3205,5,6
stage2,7001,3205,6,4
stage2,7001,3205,7,10
stage2,7001,3205,8,7
stage2,7001,3205,9,9
stage2,7001,3205,10,8
stage2,7002,3205,0,9
stage2,7002,3205,1,3
stage2,7002,3205,2,10
stage2,7002,3205,3,1
stage2,7002,3205,4,7
stage2,7002,3205,5,0
stage2,7002,3205,6,5
stage2,7002,3205,7,4
stage2,7002,3205,8,8
stage2,7002,3205,9,6
stage2,7002,3205,10,2
stage2,7003,3205,0,2
stage2,7003,3205,1,9
stage2,7003,3205,2,3
stage2,7003,3205,3,0
stage2,7003,3205,4,10
stage2,7003,3205,5,4
stage2,7003,3205,6,5
stage2,7003,3205,7,7
stage2,7003,3205,8,1
stage2,7003,3205,9,6
stage2,7003,3205,10,8
stage2,7004,3205,0,1
stage2,7004,3205,1,6
stage2,7004,3205,2,10
stage2,7004,3205,3,4
stage2,7004,3205,4,0
stage2,7004,3205,5,5
stage2,7004,3205,6,3
stage2,7004,3205,7,2
stage2,7004,3205,8,8
stage2,7004,3205,9,7
stage2,7004,3205,10,9
stage2,7005,3205,0,3
stage2,7005,3205,1,10
stage2,7005,3205,2,2
stage2,7005,3205,3,7
stage2,7005,3205,4,5
stage2,7005,3205,5,1
stage2,7005,3205,6,6
stage2,7005,3205,7,4
stage2,7005,3205,8,0
stage2,7005,3205,9,9
stage2,7005,3205,10,8
stage2,0,3218,0,0
stage2,0,3218,1,1
stage2,0,3218,2,2
stage2,0,3218,3,3
stage2,0,3218,4,4
stage2,0,3218,5,5
stage2,0,3218,6,6
stage2,0,3218,7,7
stage2,0,3218,8,8
stage2,0,3218,9,9
stage2,7001,3218,0,1
stage2,7001,3218,1,8
stage2,7001,3218,2,5
stage2,7001,3218,3,9
stage2,7001,3218,4,2
stage2,7001,3218,5,3
stage2,7001,3218,6,4
stage2,7001,3218,7,6
stage2,7001,3218,8,7
stage2,7001,3218,9,0
stage2,7002,3218,0,6
stage2,7002,3218,1,0
stage2,7002,3218,2,3
stage2,7002,3218,3,5
stage2,7002,3218,4,7
stage2,7002,3218,5,8
stage2,7002,3218,6,1
stage2,7002,3218,7,9
stage2,7002,3218,8,2
stage2,7002,3218,9,4
stage2,7003,3218,0,8
stage2,7003,3218,1,5
stage2,7003,3218,2,2
stage2,7003,3218,3,0
stage2,7003,3218,4,1
stage2,7003,3218,5,4
stage2,7003,3218,6,6
stage2,7003,3218,7,3
stage2,7003,3218,8,9
stage2,7003,3218,9,7
stage2,7004,3218,0,6
stage2,7004,3218,1,2
stage2,7004,3218,2,5
stage2,7004,3218,3,4
stage2,7004,3218,4,9
stage2,7004,3218,5,0
stage2,7004,3218,6,8
stage2,7004,3218,7,7
stage2,7004,3218,8,1
stage2,7004,3218,9,3
stage2,7005,3218,0,3
stage2,7005,3218,1,1
stage2,7005,3218,2,8
stage2,7005,3218,3,5
stage2,7005,3218,4,6
stage2,7005,3218,5,0
stage2,7005,3218,6,2
stage2,7005,3218,7,9
stage2,7005,3218,8,4
stage2,7005,3218,9,7
stage2,0,3228,0,0
stage2,0,3228,1,1
stage2,0,3228,2,2
stage2,0,3228,3,3
stage2,0,3228,4,4
stage2,0,3228,5,5
stage2,0,3228,6,6
stage2,0,3228,7,7
stage2,0,3228,8,8
stage2,7001,3228,0,6
stage2,7001,3228,1,2
stage2,7001,3228,2,1
stage2,7001,3228,3,5
stage2,7001,3228,4,3
stage2,7001,3228,5,8
stage2,7001,3228,6,4
stage2,7001,3228,7,7
stage2,7001,3228,8,0
stage2,7002,3228,0,6
stage2,7002,3228,1,0
stage2,7002,3228,2,4
stage2,7002,3228,3,8
stage2,7002,3228,4,2
stage2,7002,3228,5,7
stage2,7002,3228,6,1
stage2,7002,3228,7,5
stage2,7002,3228,8,3
stage2,7003,3228,0,0
stage2,7003,3228,1,8
stage2,7003,3228,2,5
stage2,7003,3228,3,6
stage2,7003,3228,4,4
stage2,7003,3228,5,1
stage2,7003,3228,6,7
stage2,7003,3228,7,2
stage2,7003,3228,8,3
stage2,7004,3228,0,4
stage2,7004,3228,1,7
stage2,7004,3228,2,1
stage2,7004,3228,3,6
stage2,7004,3228,4,2
stage2,7004,3228,5,5
stage2,7004,3228,6,8
stage2,7004,3228,7,3
stage2,7004,3228,8,0
stage2,7005,3228,0,8
stage2,7005,3228,1,6
stage2,7005,3228,2,4
stage2,7005,3228,3,5
stage2,7005,3228,4,3
stage2,7005,3228,5,1
stage2,7005,3228,6,7
stage2,7005,3228,7,0
stage2,7005,3228,8,2
stage2,0,3229,0,0
stage2,0,3229,1,1
stage2,0,3229,2,2
stage2,0,3229,3,3
stage2,0,3229,4,4
stage2,0,3229,5,5
stage2,0,3229,6,6
stage2,7001,3229,0,4
stage2,7001,3229,1,0
stage2,7001,3229,2,6
stage2,7001,3229,3,2
stage2,7001,3229,4,3
stage2,7001,3229,5,1
stage2,7001,3229,6,5
stage2,7002,3229,0,5
stage2,7002,3229,1,6
stage2,7002,3229,2,2
stage2,7002,3229,3,3
stage2,7002,3229,4,1
stage2,7002,3229,5,0
stage2,7002,3229,6,4
stage2,7003,3229,0,1
stage2,7003,3229,1,4
stage2,7003,3229,2,2
stage2,7003,3229,3,6
stage2,7003,3229,4,5
stage2,7003,3229,5,0
stage2,7003,3229,6,3
stage2,7004,3229,0,6
stage2,7004,3229,1,2
stage2,7004,3229,2,0
stage2,7004,3229,3,5
stage2,7004,3229,4,1
stage2,7004,3229,5,4
stage2,7004,3229,6,3
stage2,7005,3229,0,0
stage2,7005,3229,1,1
stage2,7005,3229,2,6
stage2,7005,3229,3,2
stage2,7005,3229,4,5
stage2,7005,3229,5,3
stage2,7005,3229,6,4
stage2,0,3316,0,0
stage2,0,3316,1,1
stage2,0,3316,2,2
stage2,0,3316,3,3
stage2,0,3316,4,4
stage2,0,3316,5,5
stage2,0,3316,6,6
stage2,7001,3316,0,4
stage2,7001,3316,1,0
stage2,7001,3316,2,6
stage2,7001,3316,3,1
stage2,7001,3316,4,5
stage2,7001,3316,5,2
stage2,7001,3316,6,3
stage2,7002,3316,0,6
stage2,7002,3316,1,4
stage2,7002,3316,2,2
stage2,7002,3316,3,3
stage2,7002,3316,4,1
stage2,7002,3316,5,5
stage2,7002,3316,6,0
stage2,7003,3316,0,5
stage2,7003,3316,1,0
stage2,7003,3316,2,2
stage2,7003,3316,3,3
stage2,7003,3316,4,6
stage2,7003,3316,5,4
stage2,7003,3316,6,1
stage2,7004,3316,0,3
stage2,7004,3316,1,2
stage2,7004,3316,2,5
stage2,7004,3316,3,1
stage2,7004,3316,4,4
stage2,7004,3316,5,0
stage2,7004,3316,6,6
stage2,7005,3316,0,3
stage2,7005,3316,1,0
stage2,7005,3316,2,1
stage2,7005,3316,3,4
stage2,7005,3316,4,5
stage2,7005,3316,5,2
stage2,7005,3316,6,6
stage2,0,3373,0,0
stage2,0,3373,1,1
stage2,0,3373,2,2
stage2,0,3373,3,3
stage2,0,3373,4,4
stage2,0,3373,5,5
stage2,0,3373,6,6
stage2,0,3373,7,7
stage2,7001,3373,0,7
stage2,7001,3373,1,1
stage2,7001,3373,2,6
stage2,7001,3373,3,0
stage2,7001,3373,4,5
stage2,7001,3373,5,2
stage2,7001,3373,6,3
stage2,7001,3373,7,4
stage2,7002,3373,0,5
stage2,7002,3373,1,1
stage2,7002,3373,2,4
stage2,7002,3373,3,3
stage2,7002,3373,4,7
stage2,7002,3373,5,0
stage2,7002,3373,6,2
stage2,7002,3373,7,6
stage2,7003,3373,0,2
stage2,7003,3373,1,1
stage2,7003,3373,2,7
stage2,7003,3373,3,5
stage2,7003,3373,4,3
stage2,7003,3373,5,0
stage2,7003,3373,6,6
stage2,7003,3373,7,4
stage2,7004,3373,0,0
stage2,7004,3373,1,3
stage2,7004,3373,2,2
stage2,7004,3373,3,7
stage2,7004,3373,4,6
stage2,7004,3373,5,4
stage2,7004,3373,6,5
stage2,7004,3373,7,1
stage2,7005,3373,0,0
stage2,7005,3373,1,5
stage2,7005,3373,2,1
stage2,7005,3373,3,4
stage2,7005,3373,4,3
stage2,7005,3373,5,6
stage2,7005,3373,6,2
stage2,7005,3373,7,7
stage2,0,3388,0,0
stage2,0,3388,1,1
stage2,0,3388,2,2
stage2,0,3388,3,3
stage2,0,3388,4,4
stage2,0,3388,5,5
stage2,0,3388,6,6
stage2,0,3388,7,7
stage2,0,3388,8,8
stage2,0,3388,9,9
stage2,0,3388,10,10
stage2,0,3388,11,11
stage2,0,3388,12,12
stage2,7001,3388,0,11
stage2,7001,3388,1,2
stage2,7001,3388,2,12
stage2,7001,3388,3,10
stage2,7001,3388,4,3
stage2,7001,3388,5,7
stage2,7001,3388,6,1
stage2,7001,3388,7,9
stage2,7001,3388,8,0
stage2,7001,3388,9,8
stage2,7001,3388,10,5
stage2,7001,3388,11,4
stage2,7001,3388,12,6
stage2,7002,3388,0,11
stage2,7002,3388,1,6
stage2,7002,3388,2,7
stage2,7002,3388,3,0
stage2,7002,3388,4,2
stage2,7002,3388,5,1
stage2,7002,3388,6,12
stage2,7002,3388,7,10
stage2,7002,3388,8,8
stage2,7002,3388,9,3
stage2,7002,3388,10,5
stage2,7002,3388,11,4
stage2,7002,3388,12,9
stage2,7003,3388,0,6
stage2,7003,3388,1,12
stage2,7003,3388,2,4
stage2,7003,3388,3,9
stage2,7003,3388,4,11
stage2,7003,3388,5,7
stage2,7003,3388,6,2
stage2,7003,3388,7,3
stage2,7003,3388,8,1
stage2,7003,3388,9,5
stage2,7003,3388,10,0
stage2,7003,3388,11,8
stage2,7003,3388,12,10
stage2,7004,3388,0,12
stage2,7004,3388,1,8
stage2,7004,3388,2,3
stage2,7004,3388,3,7
stage2,7004,3388,4,0
stage2,7004,3388,5,5
stage2,7004,3388,6,2
stage2,7004,3388,7,6
stage2,7004,3388,8,10
stage2,7004,3388,9,4
stage2,7004,3388,10,9
stage2,7004,3388,11,1
stage2,7004,3388,12,11
stage2,7005,3388,0,9
stage2,7005,3388,1,3
stage2,7005,3388,2,12
stage2,7005,3388,3,0
stage2,7005,3388,4,2
stage2,7005,3388,5,6
stage2,7005,3388,6,7
stage2,7005,3388,7,4
stage2,7005,3388,8,5
stage2,7005,3388,9,10
stage2,7005,3388,10,8
stage2,7005,3388,11,11
stage2,7005,3388,12,1
stage2,0,3392,0,0
stage2,0,3392,1,1
stage2,0,3392,2,2
stage2,0,3392,3,3
stage2,0,3392,4,4
stage2,0,3392,5,5
stage2,0,3392,6,6
stage2,0,3392,7,7
stage2,0,3392,8,8
stage2,0,3392,9,9
stage2,7001,3392,0,6
stage2,7001,3392,1,8
stage2,7001,3392,2,1
stage2,7001,3392,3,3
stage2,7001,3392,4,4
stage2,7001,3392,5,2
stage2,7001,3392,6,9
stage2,7001,3392,7,7
stage2,7001,3392,8,5
stage2,7001,3392,9,0
stage2,7002,3392,0,9
stage2,7002,3392,1,1
stage2,7002,3392,2,8
stage2,7002,3392,3,3
stage2,7002,3392,4,5
stage2,7002,3392,5,2
stage2,7002,3392,6,4
stage2,7002,3392,7,0
stage2,7002,3392,8,7
stage2,7002,3392,9,6
stage2,7003,3392,0,8
stage2,7003,3392,1,3
stage2,7003,3392,2,0
stage2,7003,3392,3,7
stage2,7003,3392,4,6
stage2,7003,3392,5,2
stage2,7003,3392,6,4
stage2,7003,3392,7,9
stage2,7003,3392,8,5
stage2,7003,3392,9,1
stage2,7004,3392,0,6
stage2,7004,3392,1,8
stage2,7004,3392,2,0
stage2,7004,3392,3,1
stage2,7004,3392,4,3
stage2,7004,3392,5,5
stage2,7004,3392,6,9
stage2,7004,3392,7,2
stage2,7004,3392,8,4
stage2,7004,3392,9,7
stage2,7005,3392,0,3
stage2,7005,3392,1,4
stage2,7005,3392,2,5
stage2,7005,3392,3,6
stage2,7005,3392,4,8
stage2,7005,3392,5,7
stage2,7005,3392,6,2
stage2,7005,3392,7,0
stage2,7005,3392,8,1
stage2,7005,3392,9,9
stage2,0,3402,0,0
stage2,0,3402,1,1
stage2,0,3402,2,2
stage2,0,3402,3,3
stage2,0,3402,4,4
stage2,0,3402,5,5
stage2,0,3402,6,6
stage2,0,3402,7,7
stage2,0,3402,8,8
stage2,0,3402,9,9
stage2,0,3402,10,10
stage2,0,3402,11,11
stage2,7001,3402,0,3
stage2,7001,3402,1,8
stage2,7001,3402,2,6
stage2,7001,3402,3,4
stage2,7001,3402,4,10
stage2,7001,3402,5,11
stage2,7001,3402,6,9
stage2,7001,3402,7,1
stage2,7001,3402,8,7
stage2,7001,3402,9,5
stage2,7001,3402,10,2
stage2,7001,3402,11,0
stage2,7002,3402,0,3
stage2,7002,3402,1,6
stage2,7002,3402,2,5
stage2,7002,3402,3,4
stage2,7002,3402,4,0
stage2,7002,3402,5,10
stage2,7002,3402,6,11
stage2,7002,3402,7,8
stage2,7002,3402,8,9
stage2,7002,3402,9,7
stage2,7002,3402,10,2
stage2,7002,3402,11,1
stage2,7003,3402,0,3
stage2,7003,3402,1,1
stage2,7003,3402,2,2
stage2,7003,3402,3,5
stage2,7003,3402,4,10
stage2,7003,3402,5,6
stage2,7003,3402,6,0
stage2,7003,3402,7,11
stage2,7003,3402,8,8
stage2,7003,3402,9,7
stage2,7003,3402,10,9
stage2,7003,3402,11,4
stage2,7004,3402,0,2
stage2,7004,3402,1,9
stage2,7004,3402,2,10
stage2,7004,3402,3,1
stage2,7004,3402,4,7
stage2,7004,3402,5,3
stage2,7004,3402,6,5
stage2,7004,3402,7,6
stage2,7004,3402,8,11
stage2,7004,3402,9,0
stage2,7004,3402,10,4
stage2,7004,3402,11,8
stage2,7005,3402,0,3
stage2,7005,3402,1,1
stage2,7005,3402,2,2
stage2,7005,3402,3,11
stage2,7005,3402,4,5
stage2,7005,3402,5,9
stage2,7005,3402,6,4
stage2,7005,3402,7,6
stage2,7005,3402,8,10
stage2,7005,3402,9,8
stage2,7005,3402,10,0
stage2,7005,3402,11,7
stage2,0,3421,0,0
stage2,0,3421,1,1
stage2,0,3421,2,2
stage2,0,3421,3,3
stage2,0,3421,4,4
stage2,0,3421,5,5
stage2,0,3421,6,6
stage2,0,3421,7,7
stage2,0,3421,8,8
stage2,7001,3421,0,2
stage2,7001,3421,1,8
stage2,7001,3421,2,7
stage2,7001,3421,3,0
stage2,7001,3421,4,3
stage2,7001,3421,5,1
stage2,7001,3421,6,5
stage2,7001,3421,7,6
stage2,7001,3421,8,4
stage2,7002,3421,0,7
stage2,7002,3421,1,4
stage2,7002,3421,2,6
stage2,7002,3421,3,1
stage2,7002,3421,4,3
stage2,7002,3421,5,2
stage2,7002,3421,6,0
stage2,7002,3421,7,5
stage2,7002,3421,8,8
stage2,7003,3421,0,4
stage2,7003,3421,1,5
stage2,7003,3421,2,1
stage2,7003,3421,3,2
stage2,7003,3421,4,7
stage2,7003,3421,5,3
stage2,7003,3421,6,6
stage2,7003,3421,7,8
stage2,7003,3421,8,0
stage2,7004,3421,0,8
stage2,7004,3421,1,7
stage2,7004,3421,2,1
stage2,7004,3421,3,5
stage2,7004,3421,4,3
stage2,7004,3421,5,0
stage2,7004,3421,6,6
stage2,7004,3421,7,4
stage2,7004,3421,8,2
stage2,7005,3421,0,4
stage2,7005,3421,1,8
stage2,7005,3421,2,5
stage2,7005,3421,3,6
stage2,7005,3421,4,1
stage2,7005,3421,5,7
stage2,7005,3421,6,0
stage2,7005,3421,7,2
stage2,7005,3421,8,3
stage2,0,3535,0,0
stage2,0,3535,1,1
stage2,0,3535,2,2
stage2,0,3535,3,3
stage2,7001,3535,0,3
stage2,7001,3535,1,0
stage2,7001,3535,2,2
stage2,7001,3535,3,1
stage2,7002,3535,0,3
stage2,7002,3535,1,0
stage2,7002,3535,2,2
stage2,7002,3535,3,1
stage2,7003,3535,0,2
stage2,7003,3535,1,3
stage2,7003,3535,2,0
stage2,7003,3535,3,1
stage2,7004,3535,0,2
stage2,7004,3535,1,3
stage2,7004,3535,2,1
stage2,7004,3535,3,0
stage2,7005,3535,0,3
stage2,7005,3535,1,0
stage2,7005,3535,2,2
stage2,7005,3535,3,1
stage2,0,3621,0,0
stage2,0,3621,1,1
stage2,0,3621,2,2
stage2,0,3621,3,3
stage2,0,3621,4,4
stage2,0,3621,5,5
stage2,0,3621,6,6
stage2,0,3621,7,7
stage2,7001,3621,0,3
stage2,7001,3621,1,0
stage2,7001,3621,2,2
stage2,7001,3621,3,5
stage2,7001,3621,4,6
stage2,7001,3621,5,4
stage2,7001,3621,6,7
stage2,7001,3621,7,1
stage2,7002,3621,0,1
stage2,7002,3621,1,7
stage2,7002,3621,2,4
stage2,7002,3621,3,3
stage2,7002,3621,4,0
stage2,7002,3621,5,5
stage2,7002,3621,6,6
stage2,7002,3621,7,2
stage2,7003,3621,0,2
stage2,7003,3621,1,7
stage2,7003,3621,2,6
stage2,7003,3621,3,0
stage2,7003,3621,4,1
stage2,7003,3621,5,3
stage2,7003,3621,6,5
stage2,7003,3621,7,4
stage2,7004,3621,0,2
stage2,7004,3621,1,7
stage2,7004,3621,2,0
stage2,7004,3621,3,1
stage2,7004,3621,4,6
stage2,7004,3621,5,5
stage2,7004,3621,6,4
stage2,7004,3621,7,3
stage2,7005,3621,0,2
stage2,7005,3621,1,3
stage2,7005,3621,2,5
stage2,7005,3621,3,6
stage2,7005,3621,4,0
stage2,7005,3621,5,7
stage2,7005,3621,6,1
stage2,7005,3621,7,4
stage2,0,3753,0,0
stage2,0,3753,1,1
stage2,0,3753,2,2
stage2,0,3753,3,3
stage2,0,3753,4,4
stage2,0,3753,5,5
stage2,0,3753,6,6
stage2,0,3753,7,7
stage2,0,3753,8,8
stage2,0,3753,9,9
stage2,0,3753,10,10
stage2,0,3753,11,11
stage2,0,3753,12,12
stage2,7001,3753,0,2
stage2,7001,3753,1,7
stage2,7001,3753,2,12
stage2,7001,3753,3,5
stage2,7001,3753,4,0
stage2,7001,3753,5,11
stage2,7001,3753,6,3
stage2,7001,3753,7,1
stage2,7001,3753,8,4
stage2,7001,3753,9,8
stage2,7001,3753,10,10
stage2,7001,3753,11,6
stage2,7001,3753,12,9
stage2,7002,3753,0,4
stage2,7002,3753,1,8
stage2,7002,3753,2,6
stage2,7002,3753,3,0
stage2,7002,3753,4,2
stage2,7002,3753,5,1
stage2,7002,3753,6,3
stage2,7002,3753,7,7
stage2,7002,3753,8,9
stage2,7002,3753,9,5
stage2,7002,3753,10,10
stage2,7002,3753,11,12
stage2,7002,3753,12,11
stage2,7003,3753,0,7
stage2,7003,3753,1,0
stage2,7003,3753,2,4
stage2,7003,3753,3,10
stage2,7003,3753,4,5
stage2,7003,3753,5,2
stage2,7003,3753,6,8
stage2,7003,3753,7,11
stage2,7003,3753,8,3
stage2,7003,3753,9,9
stage2,7003,3753,10,6
stage2,7003,3753,11,12
stage2,7003,3753,12,1
stage2,7004,3753,0,8
stage2,7004,3753,1,0
stage2,7004,3753,2,6
stage2,7004,3753,3,9
stage2,7004,3753,4,7
stage2,7004,3753,5,3
stage2,7004,3753,6,10
stage2,7004,3753,7,5
stage2,7004,3753,8,12
stage2,7004,3753,9,11
stage2,7004,3753,10,2
stage2,7004,3753,11,1
stage2,7004,3753,12,4
stage2,7005,3753,0,1
stage2,7005,3753,1,11
