ecg_id,lead_index,lead,amplitude_range_p99_p1_mv,flatline_fraction_diff_lt_0.001mv,longest_flatline_samples,quantized_value_fraction,median_abs_diff_mv,p95_abs_diff_mv,flag_flatline_gt_0.20
4210,5,aVF,0.44,0.4234846969393879,53,0.023,0.0010000000000000009,0.013099999999999458,True
4210,6,V1,1.022,0.614122824564913,64,0.0548,0.0,0.03,True
4210,7,V2,1.2681400000000005,0.5211042208441689,71,0.0386,0.0,0.041999999999999996,True
4210,8,V3,1.600250000000005,0.45509101820364073,53,0.0264,0.0010000000000000009,0.03,True
4210,9,V4,1.896320000000007,0.4902980596119224,53,0.024,0.0010000000000000009,0.02899999999999997,True
4210,10,V5,1.6080900000000018,0.5389077815563112,76,0.0528,0.0,0.023099999999999468,True
4210,11,V6,1.2671900000000043,0.5567113422684536,53,0.0516,0.0,0.02009999999999947,True
4297,0,I,1.565,0.11862372474494899,53,0.0152,0.0069999999999999785,0.08400000000000002,False
4297,1,II,1.8660100000000002,0.14682936587317463,53,0.0164,0.006999999999999992,0.11019999999999892,False
4297,2,III,0.9820100000000003,0.48189637927585516,54,0.0182,0.0010000000000000009,0.032099999999999476,True
4297,3,aVR,1.66608,0.1194238847769554,52,0.012,0.006000000000000005,0.09800000000000003,False
4297,4,aVL,0.755,0.15783156631326264,53,0.0124,0.004,0.037000000000000005,False
4297,5,aVF,1.3221700000000034,0.16463292658531706,53,0.0156,0.004,0.06509999999999945,False
4297,6,V1,1.3660100000000002,0.34506901380276056,56,0.0208,0.0029999999999999957,0.06,True
4297,7,V2,1.3731300000000002,0.2862572514502901,51,0.0158,0.003999999999999997,0.07600000000000001,True
4297,8,V3,2.4150400000000003,0.3170634126825365,51,0.0214,0.0030000000000000027,0.13809999999999947,True
4297,9,V4,2.802190000000004,0.31826365273054613,52,0.0222,0.0030000000000000027,0.15809999999999946,True
4297,10,V5,2.40901,0.33806761352270454,51,0.0206,0.002999999999999999,0.14029999999999845,True
4297,11,V6,2.1241300000000027,0.34606921384276856,51,0.017,0.002999999999999975,0.12199999999999991,True
4323,0,I,1.3590800000000016,0.36687337467493497,52,0.0328,0.0020000000000000018,0.06109999999999945,True
4323,1,II,1.45,0.4928985797159432,53,0.0564,0.0010000000000000009,0.031,True
4323,2,III,0.7300100000000003,0.5467093418683737,54,0.053,0.0,0.03,True
4323,3,aVR,1.413,0.39547909581916385,52,0.0296,0.001999999999999988,0.048,True
4323,4,aVL,0.801060000000001,0.40308061612322466,52,0.0314,0.0010000000000000009,0.038000000000000006,True
4323,5,aVF,0.8960200000000001,0.4614922984596919,53,0.0412,0.0010000000000000009,0.023999999999999994,True
4323,6,V1,2.35501,0.4842968593718744,66,0.052,0.0010000000000000009,0.09819999999999891,True
4323,7,V2,3.40001,0.35047009401880375,51,0.0276,0.0030000000000000027,0.08600000000000001,True
4323,8,V3,1.7710100000000002,0.352870574114823,50,0.0302,0.0030000000000000027,0.048,True
4323,9,V4,2.577030000000001,0.41508301660332064,53,0.0318,0.0020000000000000018,0.0620999999999993,True
4323,10,V5,2.8552600000000052,0.4374874974994999,57,0.0442,0.0010000000000000009,0.10499999999999998,True
4323,11,V6,2.440090000000002,0.46409281856371276,53,0.0474,0.0010000000000000009,0.11509999999999955,True
4374,0,I,1.1020700000000012,0.40008001600320064,51,0.0482,0.0010000000000000009,0.026999999999999996,True
4374,1,II,0.82802,0.5723144628925785,119,0.0612,0.0,0.015000000000000001,True
4374,2,III,0.8460700000000001,0.5293058611722344,79,0.0334,0.0,0.02899999999999997,True
4374,3,aVR,0.8400400000000001,0.45649129825965196,51,0.0238,0.0010000000000000009,0.018000000000000002,True
4374,4,aVL,0.9240100000000002,0.4302860572114423,51,0.0158,0.0010000000000000009,0.026999999999999996,True
4374,5,aVF,0.6400699999999999,0.5391078215643129,56,0.0324,0.0,0.01599999999999996,True
4374,6,V1,1.2450999999999999,0.5919183836767353,117,0.06,0.0,0.02609999999999945,True
4374,7,V2,2.9784200000000007,0.47209441888377673,61,0.031,0.0010000000000000009,0.060099999999999494,True
4374,8,V3,2.3523400000000025,0.4986997399479896,79,0.0552,0.001,0.06109999999999945,True
4374,9,V4,2.207330000000003,0.5379075815163032,108,0.0636,0.0,0.04509999999999944,True
4374,10,V5,1.418,0.5653130626125225,121,0.0624,0.0,0.020000000000000018,True
4374,11,V6,1.072080000000002,0.5725145029005801,94,0.052,0.0,0.018000000000000002,True
4398,0,I,1.426050000000001,0.27665533106621326,53,0.0174,0.0030000000000000027,0.04899999999999999,True
4398,1,II,1.697190000000004,0.40788157631526306,51,0.0166,0.0010000000000000009,0.059999999999999845,True
4398,2,III,0.68401,0.46929385877175434,52,0.0152,0.0010000000000000009,0.017,True
4398,3,aVR,1.5431400000000002,0.3034606921384277,52,0.0114,0.0020000000000000018,0.054999999999999966,True
4398,4,aVL,0.65701,0.3158631726345269,54,0.0148,0.0020000000000000018,0.022,True
4398,5,aVF,1.1160200000000005,0.3636727345469094,51,0.0162,0.001999999999999988,0.033,True
4398,6,V1,1.4650700000000014,0.5089017803560713,53,0.0298,0.0009999999999999974,0.05299999999999999,True
4398,7,V2,1.2980500000000008,0.41408281656331264,53,0.032,0.0019999999999999983,0.04709999999999948,True
4398,8,V3,2.1510300000000004,0.22844568913782756,50,0.0134,0.0040000000000000036,0.099,True
4398,9,V4,2.626170000000003,0.4196839367873575,59,0.0198,0.0010000000000000009,0.043299999999998375,True
4398,10,V5,3.785180000000004,0.1764352870574115,50,0.0108,0.0050000000000000044,0.07599999999999998,False
4398,11,V6,2.248120000000003,0.40108021604320865,53,0.013,0.0010000000000000009,0.064,True
4406,0,I,1.12701,0.09081816363272655,50,0.028,0.007999999999999993,0.068,False
4406,1,II,0.362,0.27545509101820365,55,0.0276,0.0030000000000000027,0.026999999999999996,True
4406,2,III,1.2710700000000004,0.16563312662532506,50,0.0252,0.0059999999999999915,0.06899999999999999,False
4406,3,aVR,0.5720000000000001,0.11462292458491698,51,0.0194,0.0049999999999999975,0.038,False
4406,4,aVL,1.174060000000001,0.09981996399279856,50,0.0178,0.006999999999999992,0.068,False
4406,5,aVF,0.763,0.14002800560112022,50,0.0198,0.004,0.036,False
4406,6,V1,1.9190800000000003,0.3170634126825365,52,0.0134,0.0030000000000000027,0.049099999999999575,True
4406,7,V2,2.6311400000000003,0.3368673734746949,59,0.0202,0.0030000000000000027,0.07409999999999971,True
4406,8,V3,1.3210500000000003,0.3704740948189638,52,0.0336,0.002999999999999989,0.05,True
4406,9,V4,1.073320000000007,0.34406881376275256,55,0.0266,0.002999999999999999,0.043,True
4406,10,V5,1.3420100000000001,0.31826365273054613,54,0.0306,0.003000000000000001,0.03799999999999999,True
4406,11,V6,1.165,0.3280656131226245,55,0.0632,0.0030000000000000027,0.04109999999999946,True
4481,0,I,0.9421100000000022,0.15563112622524505,53,0.015,0.0050000000000000044,0.038,False
4481,1,II,1.518200000000004,0.16383276655331067,53,0.0298,0.0050000000000000044,0.041999999999999996,False
4481,2,III,0.7610200000000005,0.5991198239647929,136,0.036,0.0,0.017,True
4481,3,aVR,1.1580700000000002,0.14702940588117624,53,0.0128,0.0050000000000000044,0.040999999999999925,False
4481,4,aVL,0.4320100000000002,0.21064212842568514,53,0.0144,0.0030000000000000027,0.01900000000000001,True
4481,5,aVF,1.084040000000001,0.21624324864972994,53,0.02,0.0030000000000000027,0.025999999999999995,True
4481,6,V1,1.1272000000000022,0.4158831766353271,56,0.0422,0.001999999999999988,0.04100000000000001,True
4481,7,V2,2.017070000000001,0.351870374074815,55,0.0212,0.0030000000000000027,0.043,True
4481,8,V3,1.6082100000000035,0.40028005601120226,59,0.0392,0.0020000000000000018,0.045000000000000005,True
4481,9,V4,2.8373100000000058,0.39047809561912383,55,0.0172,0.0020000000000000018,0.04699999999999999,True
4481,10,V5,2.66902,0.4302860572114423,55,0.0332,0.0010000000000000009,0.033099999999999456,True
4481,11,V6,1.8340400000000008,0.42668533706741346,54,0.0416,0.0010000000000000009,0.031999999999999994,True
4716,0,I,1.2070300000000007,0.3750750150030006,51,0.0318,0.0020000000000000018,0.03,True
4716,1,II,1.1290200000000004,0.4614922984596919,52,0.0372,0.0010000000000000009,0.03,True
4716,2,III,0.40903000000000045,0.624124824964993,64,0.0446,0.0,0.015999999999999993,True
4716,3,aVR,1.14602,0.39067813562712544,52,0.022,0.001999999999999988,0.029099999999999453,True
4716,4,aVL,0.7151800000000039,0.4262852570514103,52,0.0216,0.0010000000000000009,0.020000000000000004,True
4716,5,aVF,0.5600600000000013,0.494498899779956,52,0.024,0.001,0.020000000000000004,True
4716,6,V1,0.9540500000000003,0.6017203440688138,134,0.0338,0.0,0.027,True
4716,7,V2,2.3792700000000035,0.4416883376675335,59,0.0298,0.0010000000000000009,0.10009999999999954,True
4716,8,V3,4.065140000000002,0.41648329665933187,86,0.046,0.0020000000000000018,0.08799999999999998,True
4716,9,V4,3.935420000000009,0.41048209641928385,55,0.0364,0.0020000000000000018,0.054499999999997266,True
4716,10,V5,2.603060000000001,0.4652930586117223,75,0.0322,0.0010000000000000009,0.03909999999999945,True
4716,11,V6,1.7250600000000014,0.5077015403080616,85,0.0304,0.000999999999999994,0.04309999999999945,True
4721,0,I,0.2500200000000004,0.3732746549309862,59,0.0534,0.002,0.018000000000000002,True
4721,1,II,0.8640300000000005,0.40708141628325667,59,0.019,0.002,0.028099999999999473,True
4721,2,III,0.7960400000000005,0.4380876175235047,80,0.0254,0.0010000000000000009,0.029,True
4721,3,aVR,0.49802000000000024,0.35747149429885977,59,0.0224,0.002,0.019000000000000003,True
4721,4,aVL,0.39904000000000067,0.3784756951390278,59,0.0254,0.001999999999999988,0.02009999999999947,True
4721,5,aVF,0.8240500000000006,0.39447889577915585,59,0.0158,0.001999999999999974,0.024099999999999448,True
4721,6,V1,1.3380700000000005,0.5377075415083017,55,0.034,0.0,0.04899999999999999,True
4721,7,V2,2.222,0.45529105821164234,108,0.0302,0.0010000000000000009,0.08709999999999943,True
4721,8,V3,2.1210900000000006,0.35067013402680536,54,0.0292,0.002999999999999999,0.06599999999999985,True
4721,9,V4,1.7110200000000002,0.40568113622724544,53,0.0132,0.0020000000000000018,0.04300000000000001,True
4721,10,V5,1.16901,0.38867773554710944,57,0.0208,0.0020000000000000018,0.02899999999999992,True
4721,11,V6,0.96001,0.41248249649929986,54,0.019,0.0010000000000000009,0.03409999999999946,True
4738,0,I,0.7211800000000035,0.45789157831566313,55,0.0712,0.0010000000000000009,0.016000000000000007,True
4738,1,II,1.1900200000000003,0.5577115423084616,98,0.0524,0.0,0.021000000000000005,True
4738,2,III,1.0250900000000018,0.6073214642928586,94,0.0628,0.0,0.022000000000000006,True
4738,3,aVR,0.7950400000000001,0.48269653930786155,55,0.0426,0.0010000000000000009,0.019000000000000003,True
4738,4,aVL,0.6220100000000001,0.5001000200040008,55,0.0494,0.0009999999999999992,0.016099999999999465,True
4738,5,aVF,1.03205,0.5297059411882377,55,0.0346,0.0,0.026999999999999996,True
4738,6,V1,1.37503,0.6489297859571914,107,0.0464,0.0,0.027,True
4738,7,V2,2.34902,0.5739147829565913,128,0.0552,0.0,0.042999999999999934,True
4738,8,V3,2.28202,0.5429085817163433,136,0.0506,0.0,0.046000000000000006,True
4738,9,V4,1.8603100000000001,0.5597119423884777,134,0.0728,0.0,0.054099999999999496,True
4738,10,V5,2.32906,0.5331066213242649,79,0.0518,0.0,0.032999999999999974,True
4738,11,V6,1.8141000000000023,0.5579115823164633,123,0.058,0.0,0.023999999999999994,True
4802,0,I,0.5289999999999999,0.1940388077615523,54,0.028,0.004,0.029999999999999975,False
4802,1,II,0.5480100000000002,0.4348869773954791,54,0.0574,0.0010000000000000009,0.023,True
4802,2,III,0.185,0.3198639727945589,57,0.0362,0.002999999999999999,0.021,True
4802,3,aVR,0.5310200000000003,0.22704540908181636,54,0.0226,0.0029999999999999957,0.023000000000000007,True
4802,4,aVL,0.287,0.21264252850570114,54,0.0262,0.003000000000000001,0.022,True
4802,5,aVF,0.3120500000000011,0.2872574514902981,54,0.0282,0.0020000000000000018,0.016999999999999994,True
4802,6,V1,0.65705,0.4956991398279656,81,0.0798,0.001,0.029000000000000012,True
4802,7,V2,1.53505,0.47929585917183437,64,0.0456,0.0010000000000000009,0.04799999999999999,True
4802,8,V3,0.9610600000000002,0.4320864172834567,55,0.0558,0.0010000000000000009,0.031000000000000028,True
4802,9,V4,0.7440200000000002,0.5089017803560713,79,0.0522,0.000999999999999994,0.019099999999999465,True
4802,10,V5,0.7100300000000006,0.5241048209641929,79,0.0738,0.0,0.01899999999999999,True
4802,11,V6,0.6410400000000006,0.531506301260252,87,0.0832,0.0,0.01899999999999999,True
4808,0,I,0.8151000000000022,0.29185837167433487,54,0.0372,0.002999999999999999,0.025,True
4808,1,II,1.1200300000000005,0.3672734546909382,50,0.0254,0.0020000000000000018,0.027999999999999997,True
4808,2,III,0.47103000000000067,0.5517103420684136,53,0.0336,0.0,0.013999999999999999,True
4808,3,aVR,0.955,0.2960592118423685,52,0.0188,0.0020000000000000018,0.025999999999999995,True
4808,4,aVL,0.3090500000000011,0.3424684936987398,51,0.032,0.002,0.017,True
4808,5,aVF,0.7000300000000004,0.3684736947389478,51,0.0222,0.001999999999999995,0.017999999999999988,True
4808,6,V1,1.23816,0.6209241848369674,57,0.05,0.0,0.04200000000000001,True
4808,7,V2,1.4830400000000004,0.5079015803160633,61,0.0272,0.000999999999999987,0.03109999999999948,True
4808,8,V3,1.5021700000000031,0.4966993398679736,74,0.0574,0.001,0.02609999999999945,True
4808,9,V4,2.264,0.4470894178835767,79,0.0292,0.0010000000000000009,0.024,True
4808,10,V5,1.7392500000000053,0.4614922984596919,51,0.0352,0.0010000000000000009,0.022000000000000006,True
4808,11,V6,1.18,0.46609321864372877,51,0.0366,0.0010000000000000009,0.023,True
4918,0,I,0.5360300000000007,0.22924584916983395,50,0.0298,0.00399999999999999,0.026000000000000006,True
4918,1,II,1.80301,0.27445489097819564,49,0.0262,0.0030000000000000027,0.049,True
4918,2,III,1.387050000000001,0.3190638127625525,49,0.023,0.0030000000000000027,0.041,True
4918,3,aVR,1.1300400000000002,0.20444088817763553,49,0.0168,0.0030000000000000027,0.033,True
4918,4,aVL,0.52,0.24284856971394278,50,0.0192,0.0029999999999999957,0.024,True
4918,5,aVF,1.5931000000000022,0.2514502900580116,49,0.0152,0.002999999999999989,0.046000000000000006,True
4918,6,V1,1.7720600000000002,0.5081016203240648,61,0.0456,0.0009999999999999992,0.06009999999999945,True
4918,7,V2,2.8500199999999998,0.4374874974994999,53,0.048,0.0010000000000000009,0.09009999999999947,True
4918,8,V3,2.22706,0.4044808961792358,53,0.031,0.0020000000000000018,0.06909999999999945,True
4918,9,V4,1.4040400000000006,0.48469693938787756,74,0.0552,0.0010000000000000009,0.024999999999999994,True
4918,10,V5,1.7440600000000006,0.40668133626725345,56,0.0324,0.0020000000000000018,0.05,True
4918,11,V6,1.1800000000000002,0.5185037007401481,64,0.0504,0.0,0.029099999999999453,True
5178,0,I,0.4810600000000013,0.28685737147429485,52,0.027,0.002999999999999999,0.02309999999999947,True
5178,1,II,0.8350400000000009,0.4146829365873175,69,0.0374,0.0010000000000000009,0.036000000000000004,True
5178,2,III,0.61202,0.41608321664332865,52,0.0306,0.0010000000000000009,0.025,True
5178,3,aVR,0.62602,0.3046609321864373,52,0.0172,0.0020000000000000018,0.023,True
5178,4,aVL,0.35602,0.3134626925385077,52,0.0234,0.0020000000000000018,0.018000000000000002,True
5178,5,aVF,0.6810400000000006,0.3576715343068614,53,0.0178,0.001999999999999995,0.025,True
5178,6,V1,0.6250200000000001,0.5351070214042809,65,0.0492,0.0,0.021000000000000005,True
5178,7,V2,0.8260900000000004,0.49249849969994,64,0.0468,0.001,0.04899999999999996,True
5178,8,V3,1.01905,0.4728945789157832,55,0.0412,0.0010000000000000009,0.053,True
5178,9,V4,1.172060000000001,0.493498699739948,54,0.0532,0.001,0.05299999999999999,True
5178,10,V5,0.88701,0.529505901180236,52,0.0516,0.0,0.017999999999999988,True
5178,11,V6,0.6320400000000009,0.5717143428685737,53,0.0618,0.0,0.012,True
5323,0,I,1.386090000000002,0.20744148829765954,52,0.0134,0.004,0.08399999999999996,True
5323,1,II,1.6620300000000006,0.3074614922984597,54,0.0178,0.0030000000000000027,0.07699999999999996,True
5323,2,III,0.9880100000000002,0.35627125425085016,52,0.0126,0.0020000000000000018,0.030000000000000027,True
5323,3,aVR,1.427,0.21424284856971396,53,0.0156,0.0030000000000000027,0.09209999999999953,True
5323,4,aVL,0.9300100000000002,0.22224444888977796,52,0.0108,0.002999999999999999,0.041999999999999996,True
5323,5,aVF,1.14101,0.2538507701540308,53,0.0114,0.0020000000000000018,0.041999999999999996,True
5323,6,V1,2.1400699999999997,0.35327065413082614,53,0.0134,0.002999999999999947,0.10299999999999998,True
5323,7,V2,3.08512,0.24144828965793158,50,0.0104,0.0040000000000000036,0.124,True
5323,8,V3,2.67706,0.22544508901780355,50,0.013,0.004999999999999999,0.13909999999999945,True
5323,9,V4,1.9622000000000013,0.28425685137027407,51,0.011,0.0040000000000000036,0.07699999999999996,True
5323,10,V5,2.6150700000000016,0.36967393478695737,73,0.0186,0.0020000000000000018,0.14309999999999948,True
5323,11,V6,2.23001,0.4212842568513703,52,0.0194,0.0010000000000000009,0.1260000000000001,True
5415,0,I,0.6730300000000005,0.267253450690138,53,0.0226,0.0030000000000000027,0.023,True
5415,1,II,0.9300600000000009,0.35547109421884376,52,0.0268,0.0020000000000000018,0.030000000000000006,True
5415,2,III,0.6500800000000018,0.45809161832366474,61,0.0566,0.0010000000000000009,0.028999999999999998,True
5415,3,aVR,0.6900200000000001,0.269253850770154,54,0.0166,0.0020000000000000018,0.021999999999999992,True
5415,4,aVL,0.5600100000000002,0.30586117223444687,52,0.0202,0.002,0.017,True
5415,5,aVF,0.7740600000000011,0.32786557311462294,51,0.0238,0.002,0.02409999999999946,True
5415,6,V1,0.63102,0.5423084616923385,55,0.0526,0.0,0.025099999999999473,True
5415,7,V2,1.4690900000000005,0.480496099219844,63,0.028,0.0010000000000000009,0.056,True
5415,8,V3,1.28906,0.4358871774354871,55,0.0294,0.0010000000000000009,0.06,True
5415,9,V4,1.2620400000000005,0.46949389877975595,53,0.0346,0.0010000000000000009,0.034,True
5415,10,V5,1.1391800000000036,0.5087017403480696,66,0.041,0.0009999999999999974,0.01999999999999999,True
5415,11,V6,0.858140000000003,0.5475095019003801,79,0.0654,0.0,0.02309999999999946,True
5453,0,I,0.67401,0.21504300860172035,51,0.0216,0.004,0.03400000000000003,True
5453,1,II,1.0101000000000022,0.41428285657131425,60,0.03,0.001999999999999988,0.037000000000000005,True
5453,2,III,0.7140600000000011,0.36287257451490296,54,0.0218,0.0020000000000000018,0.025999999999999995,True
5453,3,aVR,0.8030099999999999,0.23664732946589317,51,0.0178,0.0030000000000000027,0.028000000000000008,True
5453,4,aVL,0.4340200000000003,0.249249849969994,52,0.0156,0.002999999999999999,0.024099999999999473,True
5453,5,aVF,0.8280200000000005,0.29645929185837167,52,0.0176,0.0020000000000000018,0.02100000000000002,True
5453,6,V1,1.11703,0.5231046209241849,54,0.0378,0.0,0.049,True
5453,7,V2,3.4900400000000005,0.34486897379475895,50,0.0274,0.0030000000000000027,0.11909999999999944,True
5453,8,V3,1.94,0.33846769353870776,50,0.0262,0.0030000000000000027,0.05399999999999999,True
5453,9,V4,2.2160600000000006,0.371874374874975,53,0.022,0.0030000000000000027,0.08409999999999947,True
5453,10,V5,1.5920200000000002,0.4420884176835367,52,0.0282,0.0010000000000000009,0.03509999999999946,True
5453,11,V6,1.03401,0.4920984196839368,53,0.0446,0.0010000000000000009,0.028999999999999998,True
5457,0,I,0.4520300000000006,0.11042208441688338,52,0.0296,0.006999999999999999,0.044000000000000004,False
5457,1,II,0.7260300000000004,0.29265853170634126,55,0.0276,0.0030000000000000027,0.033,True
5457,2,III,0.531,0.17543508701740348,51,0.0178,0.0050000000000000044,0.043999999999999984,False
5457,3,aVR,0.51,0.135627125425085,53,0.0274,0.0040000000000000036,0.032,False
5457,4,aVL,0.34102000000000043,0.11062212442488498,51,0.0186,0.005999999999999998,0.03900000000000001,False
5457,5,aVF,0.612,0.14122824564912984,52,0.0156,0.004,0.029999999999999975,False
5457,6,V1,0.71402,0.4566913382676535,52,0.0362,0.0010000000000000009,0.02709999999999945,True
5457,7,V2,0.7320599999999999,0.46949389877975595,58,0.0276,0.0010000000000000009,0.024999999999999994,True
5457,8,V3,1.28409,0.397879575915183,55,0.0424,0.0020000000000000018,0.05709999999999947,True
5457,9,V4,1.20009,0.4318863772754551,52,0.0366,0.0010000000000000009,0.04000000000000001,True
5457,10,V5,0.83001,0.4796959391878376,56,0.048,0.0010000000000000009,0.023999999999999994,True
5457,11,V6,0.5540100000000002,0.4912982596519304,53,0.0438,0.001,0.019000000000000003,True
5484,0,I,0.475,0.32106421284256853,54,0.0502,0.0029999999999999957,0.021000000000000005,True
5484,1,II,1.260050000000001,0.3156631326265253,54,0.0316,0.0030000000000000027,0.05009999999999949,True
5484,2,III,0.8040100000000001,0.3640728145629126,55,0.037,0.002999999999999999,0.035099999999999486,True
5484,3,aVR,0.86204,0.27385477095419086,54,0.0248,0.002999999999999989,0.03600000000000003,True
5484,4,aVL,0.246,0.3320664132826565,54,0.0342,0.002,0.015,True
5484,5,aVF,1.04,0.29545909181836366,54,0.0218,0.0020000000000000018,0.04000000000000001,True
5484,6,V1,1.05503,0.47629525905181036,81,0.0676,0.0010000000000000009,0.050999999999999934,True
5484,7,V2,1.4480300000000002,0.40608121624324867,65,0.0646,0.002999999999999989,0.062099999999999426,True
5484,8,V3,1.8593000000000028,0.3434686937387478,54,0.0596,0.0030000000000000027,0.08000000000000007,True
5484,9,V4,2.4950099999999997,0.34986997399479897,59,0.0424,0.0030000000000000027,0.06800000000000006,True
5484,10,V5,1.9470100000000004,0.38007601520304063,65,0.052,0.002999999999999989,0.06300000000000001,True
5484,11,V6,1.3490100000000003,0.4168833766753351,65,0.0488,0.0019999999999999983,0.05709999999999944,True
5534,0,I,1.101,0.28045609121824366,53,0.0398,0.0030000000000000027,0.03,True
5534,1,II,0.6550400000000005,0.34366873374674933,52,0.056,0.0029999999999999957,0.03,True
5534,2,III,0.8121000000000006,0.5867173434686938,81,0.1096,0.0,0.033,True
5534,3,aVR,0.7480400000000001,0.2892578515703141,52,0.0278,0.0029999999999999957,0.028999999999999998,True
5534,4,aVL,0.9140700000000016,0.33446689337867574,53,0.0352,0.0020000000000000018,0.027,True
5534,5,aVF,0.5550300000000005,0.38487697539507904,53,0.0458,0.0010000000000000009,0.01899999999999999,True
5534,6,V1,0.68912,0.5177035407081416,90,0.0792,0.000999999999999994,0.018000000000000002,True
5534,7,V2,1.09005,0.5133026605321064,59,0.058,0.000999999999999994,0.030099999999999478,True
5534,8,V3,1.68104,0.44868973794758954,67,0.0512,0.0010000000000000009,0.043,True
5534,9,V4,3.313240000000004,0.40088017603520704,60,0.0356,0.0020000000000000018,0.06499999999999995,True
5534,10,V5,1.5202700000000053,0.46609321864372877,55,0.0604,0.0010000000000000009,0.03199999999999997,True
5534,11,V6,0.7240300000000002,0.5137027405481096,113,0.0686,0.000999999999999994,0.015,True
5550,0,I,0.5630200000000005,0.2778555711142228,52,0.0364,0.0030000000000000027,0.027999999999999997,True
5550,1,II,1.3190600000000012,0.3684736947389478,51,0.0254,0.0020000000000000018,0.03400000000000001,True
5550,2,III,0.9690200000000002,0.4310862172434487,53,0.0234,0.0010000000000000009,0.033,True
5550,3,aVR,0.874,0.28005601120224044,52,0.0166,0.002999999999999989,0.025999999999999995,True
5550,4,aVL,0.43201999999999996,0.3120624124824965,54,0.015,0.0020000000000000018,0.02009999999999946,True
5550,5,aVF,1.124050000000001,0.33346669333866774,52,0.0146,0.0020000000000000018,0.028999999999999998,True
5550,6,V1,1.1150099999999998,0.5111022204440888,53,0.0478,0.000999999999999994,0.044000000000000004,True
5550,7,V2,1.8100300000000005,0.47229445889177835,54,0.0304,0.0010000000000000009,0.08299999999999996,True
5550,8,V3,0.8570200000000002,0.4384876975395079,108,0.0298,0.0010000000000000009,0.033,True
5550,9,V4,1.2210200000000002,0.49249849969994,53,0.04,0.0010000000000000009,0.02799999999999992,True
5550,10,V5,1.3390700000000006,0.47749549909982,53,0.0362,0.0010000000000000009,0.027000000000000024,True
5550,11,V6,1.2389999999999999,0.5093018603720744,53,0.0304,0.0,0.022099999999999464,True
5657,0,I,0.36305000000000043,0.3190638127625525,53,0.0424,0.0029999999999999957,0.020999999999999998,True
5657,1,II,2.0631400000000024,0.4338867773554711,52,0.0346,0.0010000000000000009,0.06419999999999897,True
5657,2,III,2.0312200000000047,0.4282856571314263,59,0.0372,0.0010000000000000009,0.07309999999999947,True
5657,3,aVR,1.10904,0.3310662132426485,52,0.022,0.002,0.034999999999999996,True
5657,4,aVL,1.0210400000000002,0.33346669333866774,52,0.0334,0.002,0.040999999999999995,True
5657,5,aVF,2.0610900000000014,0.375875175035007,53,0.021,0.001999999999999995,0.07219999999999889,True
5657,6,V1,1.1040300000000007,0.5457091418283657,71,0.0702,0.0,0.04200000000000001,True
5657,7,V2,3.0610700000000013,0.5019003800760152,59,0.0336,0.0009999999999999992,0.13819999999999902,True
5657,8,V3,2.9851200000000015,0.35827165433086616,53,0.0306,0.002999999999999989,0.13809999999999947,True
5657,9,V4,1.1731500000000006,0.34546909381876373,62,0.0276,0.002999999999999999,0.050000000000000044,True
5657,10,V5,0.7110500000000011,0.4224844968993799,64,0.0334,0.0010000000000000009,0.01999999999999999,True
5657,11,V6,1.388170000000003,0.3752750550110022,52,0.0416,0.0020000000000000018,0.04009999999999929,True
5705,0,I,0.6320200000000005,0.3072614522904581,51,0.0566,0.002999999999999999,0.02509999999999947,True
5705,1,II,1.2100300000000006,0.367873574714943,51,0.044,0.0020000000000000018,0.04809999999999949,True
5705,2,III,0.8110100000000001,0.4452890578115623,54,0.0606,0.0010000000000000009,0.026,True
5705,3,aVR,0.8741100000000008,0.29465893178635727,51,0.0328,0.0020000000000000018,0.036000000000000004,True
5705,4,aVL,0.46001000000000003,0.33626725345069014,52,0.0394,0.002,0.020000000000000004,True
5705,5,aVF,0.9530100000000001,0.33826765353070615,53,0.0372,0.0020000000000000018,0.034,True
5705,6,V1,0.77503,0.5289057811562312,79,0.079,0.0,0.034999999999999976,True
5705,7,V2,2.2010400000000008,0.45429085817163434,66,0.0592,0.0010000000000000009,0.07009999999999945,True
5705,8,V3,1.9860500000000005,0.40708141628325667,67,0.0562,0.0020000000000000018,0.05809999999999945,True
5705,9,V4,1.640080000000001,0.4254850970194039,50,0.0382,0.001999999999999988,0.06909999999999945,True
5705,10,V5,1.8170300000000006,0.42568513702740546,53,0.0582,0.0010000000000000009,0.03999999999999998,True
5705,11,V6,1.5661100000000026,0.4766953390678136,57,0.0698,0.0010000000000000009,0.053,True
5783,0,I,0.7990600000000013,0.29465893178635727,51,0.044,0.002999999999999999,0.02500000000000001,True
5783,1,II,0.9821300000000026,0.4328865773154631,51,0.0656,0.0010000000000000009,0.033999999999999975,True
5783,2,III,0.2580500000000011,0.4766953390678136,52,0.0802,0.0010000000000000009,0.013000000000000001,True
5783,3,aVR,0.88404,0.3152630526105221,51,0.034,0.0020000000000000018,0.027999999999999997,True
5783,4,aVL,0.32901000000000025,0.34286857371474294,54,0.0402,0.002,0.015000000000000001,True
5783,5,aVF,0.609,0.3902780556111222,51,0.0422,0.0010000000000000009,0.02109999999999946,True
5783,6,V1,0.9402799999999999,0.6257251450290058,81,0.113,0.0,0.033999999999999996,True
5783,7,V2,1.60302,0.5371074214842969,89,0.0742,0.0,0.03,True
