ecg_id,fold,path,access
12663,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12663_hr.hea,read_only
12706,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12706_hr.hea,read_only
12736,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12736_hr.hea,read_only
12781,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12781_hr.hea,read_only
12840,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12840_hr.hea,read_only
12845,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12845_hr.hea,read_only
12884,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12884_hr.hea,read_only
12887,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12887_hr.hea,read_only
12904,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12904_hr.hea,read_only
12954,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12954_hr.hea,read_only
12970,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\12000\12970_hr.hea,read_only
13074,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\13000\13074_hr.hea,read_only
13651,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\13000\13651_hr.hea,read_only
13661,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\13000\13661_hr.hea,read_only
13837,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\13000\13837_hr.hea,read_only
13919,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\13000\13919_hr.hea,read_only
14295,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14295_hr.hea,read_only
14351,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14351_hr.hea,read_only
14398,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14398_hr.hea,read_only
14452,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14452_hr.hea,read_only
14453,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14453_hr.hea,read_only
14463,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14463_hr.hea,read_only
14470,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14470_hr.hea,read_only
14521,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14521_hr.hea,read_only
14664,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14664_hr.hea,read_only
14712,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14712_hr.hea,read_only
14717,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14717_hr.hea,read_only
14801,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14801_hr.hea,read_only
14905,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\14000\14905_hr.hea,read_only
15048,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15048_hr.hea,read_only
15174,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15174_hr.hea,read_only
15225,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15225_hr.hea,read_only
15282,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15282_hr.hea,read_only
15288,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15288_hr.hea,read_only
15307,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15307_hr.hea,read_only
15412,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15412_hr.hea,read_only
15565,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15565_hr.hea,read_only
15625,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15625_hr.hea,read_only
15655,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15655_hr.hea,read_only
15932,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15932_hr.hea,read_only
15940,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15940_hr.hea,read_only
15974,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15974_hr.hea,read_only
15982,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\15000\15982_hr.hea,read_only
16036,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16036_hr.hea,read_only
16063,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16063_hr.hea,read_only
16102,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16102_hr.hea,read_only
16181,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16181_hr.hea,read_only
16370,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16370_hr.hea,read_only
16383,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16383_hr.hea,read_only
16689,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16689_hr.hea,read_only
16771,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16771_hr.hea,read_only
16837,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16837_hr.hea,read_only
16977,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\16000\16977_hr.hea,read_only
17018,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17018_hr.hea,read_only
17046,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17046_hr.hea,read_only
17436,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17436_hr.hea,read_only
17544,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17544_hr.hea,read_only
17554,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17554_hr.hea,read_only
17555,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17555_hr.hea,read_only
17598,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17598_hr.hea,read_only
17605,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17605_hr.hea,read_only
17652,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17652_hr.hea,read_only
17745,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17745_hr.hea,read_only
17773,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17773_hr.hea,read_only
17800,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17800_hr.hea,read_only
17859,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17859_hr.hea,read_only
17896,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17896_hr.hea,read_only
17907,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\17000\17907_hr.hea,read_only
18014,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18014_hr.hea,read_only
18030,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18030_hr.hea,read_only
18031,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18031_hr.hea,read_only
18066,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18066_hr.hea,read_only
18147,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18147_hr.hea,read_only
18257,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18257_hr.hea,read_only
18353,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18353_hr.hea,read_only
18429,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18429_hr.hea,read_only
18517,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18517_hr.hea,read_only
18572,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18572_hr.hea,read_only
18679,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18679_hr.hea,read_only
18726,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18726_hr.hea,read_only
18768,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18768_hr.hea,read_only
18835,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\18000\18835_hr.hea,read_only
19020,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19020_hr.hea,read_only
19027,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19027_hr.hea,read_only
19035,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19035_hr.hea,read_only
19087,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19087_hr.hea,read_only
19122,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19122_hr.hea,read_only
19248,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19248_hr.hea,read_only
19307,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19307_hr.hea,read_only
19308,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19308_hr.hea,read_only
19331,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19331_hr.hea,read_only
19373,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19373_hr.hea,read_only
19489,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19489_hr.hea,read_only
19493,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19493_hr.hea,read_only
19505,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19505_hr.hea,read_only
19574,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19574_hr.hea,read_only
19635,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19635_hr.hea,read_only
19708,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19708_hr.hea,read_only
19753,6,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19753_hr.hea,read_only
19819,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19819_hr.hea,read_only
19830,2,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19830_hr.hea,read_only
19835,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19835_hr.hea,read_only
19895,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\19000\19895_hr.hea,read_only
20221,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20221_hr.hea,read_only
20397,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20397_hr.hea,read_only
20538,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20538_hr.hea,read_only
20601,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20601_hr.hea,read_only
20607,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20607_hr.hea,read_only
20692,4,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20692_hr.hea,read_only
20897,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20897_hr.hea,read_only
20907,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\20000\20907_hr.hea,read_only
21076,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21076_hr.hea,read_only
21238,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21238_hr.hea,read_only
21285,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21285_hr.hea,read_only
21315,5,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21315_hr.hea,read_only
21537,3,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21537_hr.hea,read_only
21664,8,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21664_hr.hea,read_only
21772,7,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21772_hr.hea,read_only
21775,1,D:\UserFiles\desktop\ECGdata\ptb-xl-a-large-publicly-available-electrocardiography-dataset-1.0.3\records500\21000\21775_hr.hea,read_only
