stage,ecg_id,index,sample,time_s,rr_prev_ms,rr_next_ms,status
stage1,11707,9,4852,9.704,1058.0,,algorithm_only_not_gold_standard
stage1,11906,0,93,0.186,,776.0,algorithm_only_not_gold_standard
stage1,11906,1,481,0.962,776.0,766.0,algorithm_only_not_gold_standard
stage1,11906,2,864,1.728,766.0,770.0,algorithm_only_not_gold_standard
stage1,11906,3,1249,2.498,770.0,748.0,algorithm_only_not_gold_standard
stage1,11906,4,1623,3.246,748.0,740.0,algorithm_only_not_gold_standard
stage1,11906,5,1993,3.986,740.0,752.0,algorithm_only_not_gold_standard
stage1,11906,6,2369,4.738,752.0,810.0,algorithm_only_not_gold_standard
stage1,11906,7,2774,5.548,810.0,788.0,algorithm_only_not_gold_standard
stage1,11906,8,3168,6.336,788.0,800.0,algorithm_only_not_gold_standard
stage1,11906,9,3568,7.136,800.0,780.0,algorithm_only_not_gold_standard
stage1,11906,10,3958,7.916,780.0,780.0,algorithm_only_not_gold_standard
stage1,11906,11,4348,8.696,780.0,790.0,algorithm_only_not_gold_standard
stage1,11906,12,4743,9.486,790.0,,algorithm_only_not_gold_standard
stage1,11920,0,104,0.208,,908.0,algorithm_only_not_gold_standard
stage1,11920,1,558,1.116,908.0,910.0,algorithm_only_not_gold_standard
stage1,11920,2,1013,2.026,910.0,910.0,algorithm_only_not_gold_standard
stage1,11920,3,1468,2.936,910.0,904.0,algorithm_only_not_gold_standard
stage1,11920,4,1920,3.84,904.0,900.0,algorithm_only_not_gold_standard
stage1,11920,5,2370,4.74,900.0,926.0,algorithm_only_not_gold_standard
stage1,11920,6,2833,5.666,926.0,904.0,algorithm_only_not_gold_standard
stage1,11920,7,3285,6.57,904.0,904.0,algorithm_only_not_gold_standard
stage1,11920,8,3737,7.474,904.0,912.0,algorithm_only_not_gold_standard
stage1,11920,9,4193,8.386,912.0,904.0,algorithm_only_not_gold_standard
stage1,11920,10,4645,9.29,904.0,,algorithm_only_not_gold_standard
stage1,11924,0,56,0.112,,848.0,algorithm_only_not_gold_standard
stage1,11924,1,480,0.96,848.0,1096.0,algorithm_only_not_gold_standard
stage1,11924,2,1028,2.056,1096.0,1072.0,algorithm_only_not_gold_standard
stage1,11924,3,1564,3.128,1072.0,256.0,algorithm_only_not_gold_standard
stage1,11924,4,1692,3.384,256.0,732.0,algorithm_only_not_gold_standard
stage1,11924,5,2058,4.116,732.0,256.0,algorithm_only_not_gold_standard
stage1,11924,6,2186,4.372,256.0,676.0,algorithm_only_not_gold_standard
stage1,11924,7,2524,5.048,676.0,254.0,algorithm_only_not_gold_standard
stage1,11924,8,2651,5.302,254.0,710.0,algorithm_only_not_gold_standard
stage1,11924,9,3006,6.012,710.0,256.0,algorithm_only_not_gold_standard
stage1,11924,10,3134,6.268,256.0,764.0,algorithm_only_not_gold_standard
stage1,11924,11,3516,7.032,764.0,258.0,algorithm_only_not_gold_standard
stage1,11924,12,3645,7.29,258.0,832.0,algorithm_only_not_gold_standard
stage1,11924,13,4061,8.122,832.0,260.0,algorithm_only_not_gold_standard
stage1,11924,14,4191,8.382,260.0,828.0,algorithm_only_not_gold_standard
stage1,11924,15,4605,9.21,828.0,,algorithm_only_not_gold_standard
stage1,11961,0,244,0.488,,740.0,algorithm_only_not_gold_standard
stage1,11961,1,614,1.228,740.0,756.0,algorithm_only_not_gold_standard
stage1,11961,2,992,1.984,756.0,740.0,algorithm_only_not_gold_standard
stage1,11961,3,1362,2.724,740.0,738.0,algorithm_only_not_gold_standard
stage1,11961,4,1731,3.462,738.0,758.0,algorithm_only_not_gold_standard
stage1,11961,5,2110,4.22,758.0,746.0,algorithm_only_not_gold_standard
stage1,11961,6,2483,4.966,746.0,736.0,algorithm_only_not_gold_standard
stage1,11961,7,2851,5.702,736.0,732.0,algorithm_only_not_gold_standard
stage1,11961,8,3217,6.434,732.0,706.0,algorithm_only_not_gold_standard
stage1,11961,9,3570,7.14,706.0,696.0,algorithm_only_not_gold_standard
stage1,11961,10,3918,7.836,696.0,706.0,algorithm_only_not_gold_standard
stage1,11961,11,4271,8.542,706.0,668.0,algorithm_only_not_gold_standard
stage1,11961,12,4605,9.21,668.0,646.0,algorithm_only_not_gold_standard
stage1,11961,13,4928,9.856,646.0,,algorithm_only_not_gold_standard
stage1,12064,0,43,0.086,,842.0,algorithm_only_not_gold_standard
stage1,12064,1,464,0.928,842.0,866.0,algorithm_only_not_gold_standard
stage1,12064,2,897,1.794,866.0,854.0,algorithm_only_not_gold_standard
stage1,12064,3,1324,2.648,854.0,862.0,algorithm_only_not_gold_standard
stage1,12064,4,1755,3.51,862.0,890.0,algorithm_only_not_gold_standard
stage1,12064,5,2200,4.4,890.0,874.0,algorithm_only_not_gold_standard
stage1,12064,6,2637,5.274,874.0,864.0,algorithm_only_not_gold_standard
stage1,12064,7,3069,6.138,864.0,848.0,algorithm_only_not_gold_standard
stage1,12064,8,3493,6.986,848.0,834.0,algorithm_only_not_gold_standard
stage1,12064,9,3910,7.82,834.0,864.0,algorithm_only_not_gold_standard
stage1,12064,10,4342,8.684,864.0,848.0,algorithm_only_not_gold_standard
stage1,12064,11,4766,9.532,848.0,,algorithm_only_not_gold_standard
stage1,12087,0,312,0.624,,826.0,algorithm_only_not_gold_standard
stage1,12087,1,725,1.45,826.0,834.0,algorithm_only_not_gold_standard
stage1,12087,2,1142,2.284,834.0,834.0,algorithm_only_not_gold_standard
stage1,12087,3,1559,3.118,834.0,834.0,algorithm_only_not_gold_standard
stage1,12087,4,1976,3.952,834.0,832.0,algorithm_only_not_gold_standard
stage1,12087,5,2392,4.784,832.0,838.0,algorithm_only_not_gold_standard
stage1,12087,6,2811,5.622,838.0,840.0,algorithm_only_not_gold_standard
stage1,12087,7,3231,6.462,840.0,840.0,algorithm_only_not_gold_standard
stage1,12087,8,3651,7.302,840.0,842.0,algorithm_only_not_gold_standard
stage1,12087,9,4072,8.144,842.0,830.0,algorithm_only_not_gold_standard
stage1,12087,10,4487,8.974,830.0,832.0,algorithm_only_not_gold_standard
stage1,12087,11,4903,9.806,832.0,,algorithm_only_not_gold_standard
stage1,12118,0,364,0.728,,280.0,algorithm_only_not_gold_standard
stage1,12118,1,504,1.008,280.0,884.0,algorithm_only_not_gold_standard
stage1,12118,2,946,1.892,884.0,286.0,algorithm_only_not_gold_standard
stage1,12118,3,1089,2.178,286.0,868.0,algorithm_only_not_gold_standard
stage1,12118,4,1523,3.046,868.0,284.0,algorithm_only_not_gold_standard
stage1,12118,5,1665,3.33,284.0,822.0,algorithm_only_not_gold_standard
stage1,12118,6,2076,4.152,822.0,282.0,algorithm_only_not_gold_standard
stage1,12118,7,2217,4.434,282.0,858.0,algorithm_only_not_gold_standard
stage1,12118,8,2646,5.292,858.0,284.0,algorithm_only_not_gold_standard
stage1,12118,9,2788,5.576,284.0,860.0,algorithm_only_not_gold_standard
stage1,12118,10,3218,6.436,860.0,282.0,algorithm_only_not_gold_standard
stage1,12118,11,3359,6.718,282.0,844.0,algorithm_only_not_gold_standard
stage1,12118,12,3781,7.562,844.0,282.0,algorithm_only_not_gold_standard
stage1,12118,13,3922,7.844,282.0,804.0,algorithm_only_not_gold_standard
stage1,12118,14,4324,8.648,804.0,280.0,algorithm_only_not_gold_standard
stage1,12118,15,4464,8.928,280.0,880.0,algorithm_only_not_gold_standard
stage1,12118,16,4904,9.808,880.0,,algorithm_only_not_gold_standard
stage1,12255,0,31,0.062,,316.0,algorithm_only_not_gold_standard
stage1,12255,1,189,0.378,316.0,1056.0,algorithm_only_not_gold_standard
stage1,12255,2,717,1.434,1056.0,316.0,algorithm_only_not_gold_standard
stage1,12255,3,875,1.75,316.0,1134.0,algorithm_only_not_gold_standard
stage1,12255,4,1442,2.884,1134.0,310.0,algorithm_only_not_gold_standard
stage1,12255,5,1597,3.194,310.0,1122.0,algorithm_only_not_gold_standard
stage1,12255,6,2158,4.316,1122.0,312.0,algorithm_only_not_gold_standard
stage1,12255,7,2314,4.628,312.0,1010.0,algorithm_only_not_gold_standard
stage1,12255,8,2819,5.638,1010.0,314.0,algorithm_only_not_gold_standard
stage1,12255,9,2976,5.952,314.0,1094.0,algorithm_only_not_gold_standard
stage1,12255,10,3523,7.046,1094.0,316.0,algorithm_only_not_gold_standard
stage1,12255,11,3681,7.362,316.0,1156.0,algorithm_only_not_gold_standard
stage1,12255,12,4259,8.518,1156.0,314.0,algorithm_only_not_gold_standard
stage1,12255,13,4416,8.832,314.0,1040.0,algorithm_only_not_gold_standard
stage1,12255,14,4936,9.872,1040.0,,algorithm_only_not_gold_standard
stage1,12320,0,39,0.078,,882.0,algorithm_only_not_gold_standard
stage1,12320,1,480,0.96,882.0,906.0,algorithm_only_not_gold_standard
stage1,12320,2,933,1.866,906.0,906.0,algorithm_only_not_gold_standard
stage1,12320,3,1386,2.772,906.0,890.0,algorithm_only_not_gold_standard
stage1,12320,4,1831,3.662,890.0,882.0,algorithm_only_not_gold_standard
stage1,12320,5,2272,4.544,882.0,820.0,algorithm_only_not_gold_standard
stage1,12320,6,2682,5.364,820.0,760.0,algorithm_only_not_gold_standard
stage1,12320,7,3062,6.124,760.0,776.0,algorithm_only_not_gold_standard
stage1,12320,8,3450,6.9,776.0,848.0,algorithm_only_not_gold_standard
stage1,12320,9,3874,7.748,848.0,960.0,algorithm_only_not_gold_standard
stage1,12320,10,4354,8.708,960.0,988.0,algorithm_only_not_gold_standard
stage1,12320,11,4848,9.696,988.0,,algorithm_only_not_gold_standard
stage1,12379,0,20,0.04,,1062.0,algorithm_only_not_gold_standard
stage1,12379,1,551,1.102,1062.0,1034.0,algorithm_only_not_gold_standard
stage1,12379,2,1068,2.136,1034.0,1106.0,algorithm_only_not_gold_standard
stage1,12379,3,1621,3.242,1106.0,1098.0,algorithm_only_not_gold_standard
stage1,12379,4,2170,4.34,1098.0,1042.0,algorithm_only_not_gold_standard
stage1,12379,5,2691,5.382,1042.0,988.0,algorithm_only_not_gold_standard
stage1,12379,6,3185,6.37,988.0,1054.0,algorithm_only_not_gold_standard
stage1,12379,7,3712,7.424,1054.0,1044.0,algorithm_only_not_gold_standard
stage1,12379,8,4234,8.468,1044.0,1106.0,algorithm_only_not_gold_standard
stage1,12379,9,4787,9.574,1106.0,,algorithm_only_not_gold_standard
stage1,12434,0,377,0.754,,864.0,algorithm_only_not_gold_standard
stage1,12434,1,809,1.618,864.0,870.0,algorithm_only_not_gold_standard
stage1,12434,2,1244,2.488,870.0,858.0,algorithm_only_not_gold_standard
stage1,12434,3,1673,3.346,858.0,852.0,algorithm_only_not_gold_standard
stage1,12434,4,2099,4.198,852.0,848.0,algorithm_only_not_gold_standard
stage1,12434,5,2523,5.046,848.0,864.0,algorithm_only_not_gold_standard
stage1,12434,6,2955,5.91,864.0,862.0,algorithm_only_not_gold_standard
stage1,12434,7,3386,6.772,862.0,858.0,algorithm_only_not_gold_standard
stage1,12434,8,3815,7.63,858.0,854.0,algorithm_only_not_gold_standard
stage1,12434,9,4242,8.484,854.0,870.0,algorithm_only_not_gold_standard
stage1,12434,10,4677,9.354,870.0,,algorithm_only_not_gold_standard
stage1,12628,0,406,0.812,,904.0,algorithm_only_not_gold_standard
stage1,12628,1,858,1.716,904.0,1054.0,algorithm_only_not_gold_standard
stage1,12628,2,1385,2.77,1054.0,918.0,algorithm_only_not_gold_standard
stage1,12628,3,1844,3.688,918.0,924.0,algorithm_only_not_gold_standard
stage1,12628,4,2306,4.612,924.0,964.0,algorithm_only_not_gold_standard
stage1,12628,5,2788,5.576,964.0,940.0,algorithm_only_not_gold_standard
stage1,12628,6,3258,6.516,940.0,954.0,algorithm_only_not_gold_standard
stage1,12628,7,3735,7.47,954.0,1034.0,algorithm_only_not_gold_standard
stage1,12628,8,4252,8.504,1034.0,968.0,algorithm_only_not_gold_standard
stage1,12628,9,4736,9.472,968.0,,algorithm_only_not_gold_standard
stage1,12663,0,152,0.304,,860.0,algorithm_only_not_gold_standard
stage1,12663,1,582,1.164,860.0,790.0,algorithm_only_not_gold_standard
stage1,12663,2,977,1.954,790.0,838.0,algorithm_only_not_gold_standard
stage1,12663,3,1396,2.792,838.0,886.0,algorithm_only_not_gold_standard
stage1,12663,4,1839,3.678,886.0,914.0,algorithm_only_not_gold_standard
stage1,12663,5,2296,4.592,914.0,996.0,algorithm_only_not_gold_standard
stage1,12663,6,2794,5.588,996.0,910.0,algorithm_only_not_gold_standard
stage1,12663,7,3249,6.498,910.0,792.0,algorithm_only_not_gold_standard
stage1,12663,8,3645,7.29,792.0,976.0,algorithm_only_not_gold_standard
stage1,12663,9,4133,8.266,976.0,1004.0,algorithm_only_not_gold_standard
stage1,12663,10,4635,9.27,1004.0,,algorithm_only_not_gold_standard
stage1,12706,0,362,0.724,,916.0,algorithm_only_not_gold_standard
stage1,12706,1,820,1.64,916.0,898.0,algorithm_only_not_gold_standard
stage1,12706,2,1269,2.538,898.0,908.0,algorithm_only_not_gold_standard
stage1,12706,3,1723,3.446,908.0,864.0,algorithm_only_not_gold_standard
stage1,12706,4,2155,4.31,864.0,874.0,algorithm_only_not_gold_standard
stage1,12706,5,2592,5.184,874.0,942.0,algorithm_only_not_gold_standard
stage1,12706,6,3063,6.126,942.0,910.0,algorithm_only_not_gold_standard
stage1,12706,7,3518,7.036,910.0,876.0,algorithm_only_not_gold_standard
stage1,12706,8,3956,7.912,876.0,904.0,algorithm_only_not_gold_standard
stage1,12706,9,4408,8.816,904.0,916.0,algorithm_only_not_gold_standard
stage1,12706,10,4866,9.732,916.0,,algorithm_only_not_gold_standard
stage1,12736,0,157,0.314,,722.0,algorithm_only_not_gold_standard
stage1,12736,1,518,1.036,722.0,760.0,algorithm_only_not_gold_standard
stage1,12736,2,898,1.796,760.0,776.0,algorithm_only_not_gold_standard
stage1,12736,3,1286,2.572,776.0,786.0,algorithm_only_not_gold_standard
stage1,12736,4,1679,3.358,786.0,772.0,algorithm_only_not_gold_standard
stage1,12736,5,2065,4.13,772.0,790.0,algorithm_only_not_gold_standard
stage1,12736,6,2460,4.92,790.0,808.0,algorithm_only_not_gold_standard
stage1,12736,7,2864,5.728,808.0,780.0,algorithm_only_not_gold_standard
stage1,12736,8,3254,6.508,780.0,742.0,algorithm_only_not_gold_standard
stage1,12736,9,3625,7.25,742.0,768.0,algorithm_only_not_gold_standard
stage1,12736,10,4009,8.018,768.0,784.0,algorithm_only_not_gold_standard
stage1,12736,11,4401,8.802,784.0,790.0,algorithm_only_not_gold_standard
stage1,12736,12,4796,9.592,790.0,,algorithm_only_not_gold_standard
stage1,12781,0,18,0.036,,936.0,algorithm_only_not_gold_standard
stage1,12781,1,486,0.972,936.0,888.0,algorithm_only_not_gold_standard
stage1,12781,2,930,1.86,888.0,1116.0,algorithm_only_not_gold_standard
stage1,12781,3,1488,2.976,1116.0,1016.0,algorithm_only_not_gold_standard
stage1,12781,4,1996,3.992,1016.0,1044.0,algorithm_only_not_gold_standard
stage1,12781,5,2518,5.036,1044.0,1036.0,algorithm_only_not_gold_standard
stage1,12781,6,3036,6.072,1036.0,1016.0,algorithm_only_not_gold_standard
stage1,12781,7,3544,7.088,1016.0,1028.0,algorithm_only_not_gold_standard
stage1,12781,8,4058,8.116,1028.0,1014.0,algorithm_only_not_gold_standard
stage1,12781,9,4565,9.13,1014.0,,algorithm_only_not_gold_standard
stage1,12840,0,269,0.538,,1008.0,algorithm_only_not_gold_standard
stage1,12840,1,773,1.546,1008.0,1092.0,algorithm_only_not_gold_standard
stage1,12840,2,1319,2.638,1092.0,1002.0,algorithm_only_not_gold_standard
stage1,12840,3,1820,3.64,1002.0,1018.0,algorithm_only_not_gold_standard
stage1,12840,4,2329,4.658,1018.0,972.0,algorithm_only_not_gold_standard
stage1,12840,5,2815,5.63,972.0,1022.0,algorithm_only_not_gold_standard
stage1,12840,6,3326,6.652,1022.0,1100.0,algorithm_only_not_gold_standard
stage1,12840,7,3876,7.752,1100.0,1018.0,algorithm_only_not_gold_standard
stage1,12840,8,4385,8.77,1018.0,1040.0,algorithm_only_not_gold_standard
stage1,12840,9,4905,9.81,1040.0,,algorithm_only_not_gold_standard
stage1,12845,0,254,0.508,,802.0,algorithm_only_not_gold_standard
stage1,12845,1,655,1.31,802.0,868.0,algorithm_only_not_gold_standard
stage1,12845,2,1089,2.178,868.0,886.0,algorithm_only_not_gold_standard
stage1,12845,3,1532,3.064,886.0,876.0,algorithm_only_not_gold_standard
stage1,12845,4,1970,3.94,876.0,802.0,algorithm_only_not_gold_standard
stage1,12845,5,2371,4.742,802.0,820.0,algorithm_only_not_gold_standard
stage1,12845,6,2781,5.562,820.0,860.0,algorithm_only_not_gold_standard
stage1,12845,7,3211,6.422,860.0,878.0,algorithm_only_not_gold_standard
stage1,12845,8,3650,7.3,878.0,860.0,algorithm_only_not_gold_standard
stage1,12845,9,4080,8.16,860.0,832.0,algorithm_only_not_gold_standard
stage1,12845,10,4496,8.992,832.0,862.0,algorithm_only_not_gold_standard
stage1,12845,11,4927,9.854,862.0,,algorithm_only_not_gold_standard
stage1,12884,0,178,0.356,,962.0,algorithm_only_not_gold_standard
stage1,12884,1,659,1.318,962.0,976.0,algorithm_only_not_gold_standard
stage1,12884,2,1147,2.294,976.0,978.0,algorithm_only_not_gold_standard
stage1,12884,3,1636,3.272,978.0,962.0,algorithm_only_not_gold_standard
stage1,12884,4,2117,4.234,962.0,978.0,algorithm_only_not_gold_standard
stage1,12884,5,2606,5.212,978.0,964.0,algorithm_only_not_gold_standard
stage1,12884,6,3088,6.176,964.0,960.0,algorithm_only_not_gold_standard
stage1,12884,7,3568,7.136,960.0,940.0,algorithm_only_not_gold_standard
stage1,12884,8,4038,8.076,940.0,948.0,algorithm_only_not_gold_standard
stage1,12884,9,4512,9.024,948.0,,algorithm_only_not_gold_standard
stage1,12887,0,217,0.434,,708.0,algorithm_only_not_gold_standard
stage1,12887,1,571,1.142,708.0,714.0,algorithm_only_not_gold_standard
stage1,12887,2,928,1.856,714.0,746.0,algorithm_only_not_gold_standard
stage1,12887,3,1301,2.602,746.0,768.0,algorithm_only_not_gold_standard
stage1,12887,4,1685,3.37,768.0,738.0,algorithm_only_not_gold_standard
stage1,12887,5,2054,4.108,738.0,736.0,algorithm_only_not_gold_standard
stage1,12887,6,2422,4.844,736.0,766.0,algorithm_only_not_gold_standard
stage1,12887,7,2805,5.61,766.0,766.0,algorithm_only_not_gold_standard
stage1,12887,8,3188,6.376,766.0,718.0,algorithm_only_not_gold_standard
stage1,12887,9,3547,7.094,718.0,704.0,algorithm_only_not_gold_standard
stage1,12887,10,3899,7.798,704.0,696.0,algorithm_only_not_gold_standard
stage1,12887,11,4247,8.494,696.0,706.0,algorithm_only_not_gold_standard
stage1,12887,12,4600,9.2,706.0,672.0,algorithm_only_not_gold_standard
stage1,12887,13,4936,9.872,672.0,,algorithm_only_not_gold_standard
stage1,12904,0,231,0.462,,522.0,algorithm_only_not_gold_standard
stage1,12904,1,492,0.984,522.0,526.0,algorithm_only_not_gold_standard
stage1,12904,2,755,1.51,526.0,528.0,algorithm_only_not_gold_standard
stage1,12904,3,1019,2.038,528.0,530.0,algorithm_only_not_gold_standard
stage1,12904,4,1284,2.568,530.0,534.0,algorithm_only_not_gold_standard
stage1,12904,5,1551,3.102,534.0,536.0,algorithm_only_not_gold_standard
stage1,12904,6,1819,3.638,536.0,536.0,algorithm_only_not_gold_standard
stage1,12904,7,2087,4.174,536.0,536.0,algorithm_only_not_gold_standard
stage1,12904,8,2355,4.71,536.0,536.0,algorithm_only_not_gold_standard
stage1,12904,9,2623,5.246,536.0,538.0,algorithm_only_not_gold_standard
stage1,12904,10,2892,5.784,538.0,538.0,algorithm_only_not_gold_standard
stage1,12904,11,3161,6.322,538.0,534.0,algorithm_only_not_gold_standard
stage1,12904,12,3428,6.856,534.0,532.0,algorithm_only_not_gold_standard
stage1,12904,13,3694,7.388,532.0,530.0,algorithm_only_not_gold_standard
stage1,12904,14,3959,7.918,530.0,530.0,algorithm_only_not_gold_standard
stage1,12904,15,4224,8.448,530.0,528.0,algorithm_only_not_gold_standard
stage1,12904,16,4488,8.976,528.0,530.0,algorithm_only_not_gold_standard
stage1,12904,17,4753,9.506,530.0,,algorithm_only_not_gold_standard
stage1,12954,0,182,0.364,,846.0,algorithm_only_not_gold_standard
stage1,12954,1,605,1.21,846.0,856.0,algorithm_only_not_gold_standard
stage1,12954,2,1033,2.066,856.0,820.0,algorithm_only_not_gold_standard
stage1,12954,3,1443,2.886,820.0,806.0,algorithm_only_not_gold_standard
stage1,12954,4,1846,3.692,806.0,832.0,algorithm_only_not_gold_standard
stage1,12954,5,2262,4.524,832.0,842.0,algorithm_only_not_gold_standard
stage1,12954,6,2683,5.366,842.0,852.0,algorithm_only_not_gold_standard
stage1,12954,7,3109,6.218,852.0,830.0,algorithm_only_not_gold_standard
stage1,12954,8,3524,7.048,830.0,816.0,algorithm_only_not_gold_standard
stage1,12954,9,3932,7.864,816.0,844.0,algorithm_only_not_gold_standard
stage1,12954,10,4354,8.708,844.0,858.0,algorithm_only_not_gold_standard
stage1,12954,11,4783,9.566,858.0,,algorithm_only_not_gold_standard
stage1,12970,0,281,0.562,,652.0,algorithm_only_not_gold_standard
stage1,12970,1,607,1.214,652.0,654.0,algorithm_only_not_gold_standard
stage1,12970,2,934,1.868,654.0,646.0,algorithm_only_not_gold_standard
stage1,12970,3,1257,2.514,646.0,646.0,algorithm_only_not_gold_standard
stage1,12970,4,1580,3.16,646.0,646.0,algorithm_only_not_gold_standard
stage1,12970,5,1903,3.806,646.0,644.0,algorithm_only_not_gold_standard
stage1,12970,6,2225,4.45,644.0,642.0,algorithm_only_not_gold_standard
stage1,12970,7,2546,5.092,642.0,654.0,algorithm_only_not_gold_standard
stage1,12970,8,2873,5.746,654.0,660.0,algorithm_only_not_gold_standard
stage1,12970,9,3203,6.406,660.0,652.0,algorithm_only_not_gold_standard
stage1,12970,10,3529,7.058,652.0,656.0,algorithm_only_not_gold_standard
stage1,12970,11,3857,7.714,656.0,660.0,algorithm_only_not_gold_standard
stage1,12970,12,4187,8.374,660.0,656.0,algorithm_only_not_gold_standard
stage1,12970,13,4515,9.03,656.0,654.0,algorithm_only_not_gold_standard
stage1,12970,14,4842,9.684,654.0,,algorithm_only_not_gold_standard
stage1,13074,0,397,0.794,,960.0,algorithm_only_not_gold_standard
stage1,13074,1,877,1.754,960.0,1010.0,algorithm_only_not_gold_standard
stage1,13074,2,1382,2.764,1010.0,1010.0,algorithm_only_not_gold_standard
stage1,13074,3,1887,3.774,1010.0,956.0,algorithm_only_not_gold_standard
stage1,13074,4,2365,4.73,956.0,912.0,algorithm_only_not_gold_standard
stage1,13074,5,2821,5.642,912.0,992.0,algorithm_only_not_gold_standard
stage1,13074,6,3317,6.634,992.0,1052.0,algorithm_only_not_gold_standard
stage1,13074,7,3843,7.686,1052.0,1022.0,algorithm_only_not_gold_standard
stage1,13074,8,4354,8.708,1022.0,938.0,algorithm_only_not_gold_standard
stage1,13074,9,4823,9.646,938.0,,algorithm_only_not_gold_standard
stage1,13651,0,135,0.27,,474.0,algorithm_only_not_gold_standard
stage1,13651,1,372,0.744,474.0,1052.0,algorithm_only_not_gold_standard
stage1,13651,2,898,1.796,1052.0,1220.0,algorithm_only_not_gold_standard
stage1,13651,3,1508,3.016,1220.0,1120.0,algorithm_only_not_gold_standard
stage1,13651,4,2068,4.136,1120.0,1096.0,algorithm_only_not_gold_standard
stage1,13651,5,2616,5.232,1096.0,1070.0,algorithm_only_not_gold_standard
stage1,13651,6,3151,6.302,1070.0,490.0,algorithm_only_not_gold_standard
stage1,13651,7,3396,6.792,490.0,1038.0,algorithm_only_not_gold_standard
stage1,13651,8,3915,7.83,1038.0,1166.0,algorithm_only_not_gold_standard
stage1,13651,9,4498,8.996,1166.0,,algorithm_only_not_gold_standard
stage1,13661,0,27,0.054,,594.0,algorithm_only_not_gold_standard
stage1,13661,1,324,0.648,594.0,598.0,algorithm_only_not_gold_standard
stage1,13661,2,623,1.246,598.0,600.0,algorithm_only_not_gold_standard
stage1,13661,3,923,1.846,600.0,598.0,algorithm_only_not_gold_standard
stage1,13661,4,1222,2.444,598.0,598.0,algorithm_only_not_gold_standard
stage1,13661,5,1521,3.042,598.0,598.0,algorithm_only_not_gold_standard
stage1,13661,6,1820,3.64,598.0,602.0,algorithm_only_not_gold_standard
stage1,13661,7,2121,4.242,602.0,600.0,algorithm_only_not_gold_standard
stage1,13661,8,2421,4.842,600.0,606.0,algorithm_only_not_gold_standard
stage1,13661,9,2724,5.448,606.0,608.0,algorithm_only_not_gold_standard
stage1,13661,10,3028,6.056,608.0,614.0,algorithm_only_not_gold_standard
stage1,13661,11,3335,6.67,614.0,620.0,algorithm_only_not_gold_standard
stage1,13661,12,3645,7.29,620.0,622.0,algorithm_only_not_gold_standard
stage1,13661,13,3956,7.912,622.0,628.0,algorithm_only_not_gold_standard
stage1,13661,14,4270,8.54,628.0,644.0,algorithm_only_not_gold_standard
stage1,13661,15,4592,9.184,644.0,644.0,algorithm_only_not_gold_standard
stage1,13661,16,4914,9.828,644.0,,algorithm_only_not_gold_standard
stage1,13837,0,123,0.246,,842.0,algorithm_only_not_gold_standard
stage1,13837,1,544,1.088,842.0,828.0,algorithm_only_not_gold_standard
stage1,13837,2,958,1.916,828.0,814.0,algorithm_only_not_gold_standard
stage1,13837,3,1365,2.73,814.0,856.0,algorithm_only_not_gold_standard
stage1,13837,4,1793,3.586,856.0,818.0,algorithm_only_not_gold_standard
stage1,13837,5,2202,4.404,818.0,790.0,algorithm_only_not_gold_standard
stage1,13837,6,2597,5.194,790.0,784.0,algorithm_only_not_gold_standard
stage1,13837,7,2989,5.978,784.0,806.0,algorithm_only_not_gold_standard
stage1,13837,8,3392,6.784,806.0,794.0,algorithm_only_not_gold_standard
stage1,13837,9,3789,7.578,794.0,794.0,algorithm_only_not_gold_standard
stage1,13837,10,4186,8.372,794.0,840.0,algorithm_only_not_gold_standard
stage1,13837,11,4606,9.212,840.0,,algorithm_only_not_gold_standard
stage1,13919,0,242,0.484,,290.0,algorithm_only_not_gold_standard
stage1,13919,1,387,0.774,290.0,916.0,algorithm_only_not_gold_standard
stage1,13919,2,845,1.69,916.0,290.0,algorithm_only_not_gold_standard
stage1,13919,3,990,1.98,290.0,972.0,algorithm_only_not_gold_standard
stage1,13919,4,1476,2.952,972.0,288.0,algorithm_only_not_gold_standard
stage1,13919,5,1620,3.24,288.0,934.0,algorithm_only_not_gold_standard
stage1,13919,6,2087,4.174,934.0,286.0,algorithm_only_not_gold_standard
stage1,13919,7,2230,4.46,286.0,940.0,algorithm_only_not_gold_standard
stage1,13919,8,2700,5.4,940.0,288.0,algorithm_only_not_gold_standard
stage1,13919,9,2844,5.688,288.0,976.0,algorithm_only_not_gold_standard
stage1,13919,10,3332,6.664,976.0,290.0,algorithm_only_not_gold_standard
stage1,13919,11,3477,6.954,290.0,886.0,algorithm_only_not_gold_standard
stage1,13919,12,3920,7.84,886.0,286.0,algorithm_only_not_gold_standard
stage1,13919,13,4063,8.126,286.0,954.0,algorithm_only_not_gold_standard
stage1,13919,14,4540,9.08,954.0,288.0,algorithm_only_not_gold_standard
stage1,13919,15,4684,9.368,288.0,,algorithm_only_not_gold_standard
stage1,14295,0,344,0.688,,918.0,algorithm_only_not_gold_standard
stage1,14295,1,803,1.606,918.0,622.0,algorithm_only_not_gold_standard
stage1,14295,2,1114,2.228,622.0,1098.0,algorithm_only_not_gold_standard
stage1,14295,3,1663,3.326,1098.0,918.0,algorithm_only_not_gold_standard
stage1,14295,4,2122,4.244,918.0,924.0,algorithm_only_not_gold_standard
stage1,14295,5,2584,5.168,924.0,932.0,algorithm_only_not_gold_standard
stage1,14295,6,3050,6.1,932.0,852.0,algorithm_only_not_gold_standard
